case,problem,cores,group,first_variant,first_call,candidate,makespan,added_bytes,scheduled_bytes,original_bytes,partition_added_bytes,spill_bytes,hit_rate,hit_bytes,active_cores,miss_bytes,eligible_bytes,effective_ddr_byte_proxy,cache_key,plan_path,result_path
case_017,1,5,validation,joint,1,wcc_start0_simple_a5_per_core_lpt_mv,35496,340992,984854,643862,340992,0,,0,5,,,984854,27c0e5f3f27b85fcfdf04b7b5bd9da9981e17b1636b09c56efd49bcfae82b42c,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p1_n5/joint/prefix/evaluations/attempts/20260926T002241-56118b1f1fb04c08a23d69549fd36156/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p1_n5/joint/prefix/evaluations/attempts/20260926T002241-56118b1f1fb04c08a23d69549fd36156/official_result.json.gz
case_017,1,5,validation,joint,2,wcc_task_6_mv_complement_batch2,36143,337536,981398,643862,337536,0,,0,5,,,981398,9f94b5507a1caa2f659cf7e2845331a0efd2fdbeb4449645432e24db8e8e8b13,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p1_n5/joint/prefix/evaluations/attempts/20260926T002242-9fad58fc7f28457da34d73e60c542193/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p1_n5/joint/prefix/evaluations/attempts/20260926T002242-9fad58fc7f28457da34d73e60c542193/official_result.json.gz
case_017,1,5,validation,joint,11,wcc_start1_affinity_a4_per_core_w15,43288,252288,896150,643862,252288,0,,0,4,,,896150,d70cef44d75b9358d6f1523ece58b9d384545e0456b898695139ef397d046557,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p1_n5/joint/prefix/evaluations/attempts/20260926T002249-51efce5b6a1e4f15bdb636fd3080df73/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p1_n5/joint/prefix/evaluations/attempts/20260926T002249-51efce5b6a1e4f15bdb636fd3080df73/official_result.json.gz
case_017,2,5,validation,joint,16,wcc_unrestricted_interleave_w8_complement_earliest_start,28295,340992,984854,643862,340992,0,,0,5,,,984854,3c52446629efe1009a28b5a25da1546db79dea0fa503b1354d8d99fe7c18181f,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/joint/evaluations/attempts/20260926T001946-0e3fc2a821954caeaacdabd24d7aeacb/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/joint/evaluations/attempts/20260926T001946-0e3fc2a821954caeaacdabd24d7aeacb/official_result.json.gz
case_017,2,5,validation,strong,13,wcc_task_7_mv_complement_batch4,34598,330624,974486,643862,330624,0,,0,5,,,974486,e951959649076023cef77da27576dd52e6a5ee45f251ac7dbb22dd0f61c02b07,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/strong/prefix/evaluations/attempts/20260926T002652-11209feefdb44034a016579a2454d28c/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/strong/prefix/evaluations/attempts/20260926T002652-11209feefdb44034a016579a2454d28c/official_result.json.gz
case_017,2,5,validation,joint,11,wcc_start1_affinity_a4_per_core_w15,43288,252288,896150,643862,252288,0,,0,4,,,896150,4df119af61e676899f5c42c3d476ec74b03c40a45d5a8cedd4ad6971794dc9b8,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/joint/prefix/evaluations/attempts/20260926T001941-357a869fd38b4fa99080a0ea2c2d7a65/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/joint/prefix/evaluations/attempts/20260926T001941-357a869fd38b4fa99080a0ea2c2d7a65/official_result.json.gz
case_017,2,5,validation,strong,15,wcc_start1_affinity_a4_per_core_w75,44566,251136,894998,643862,251136,0,,0,4,,,894998,19670ff1caf9957486ba96e8a2fe8c5f98ae8dd79b1210785df00a0d62ee9e35,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/strong/prefix/evaluations/attempts/20260926T002654-e011cb54e2f64b3cba3da628741a10df/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/strong/prefix/evaluations/attempts/20260926T002654-e011cb54e2f64b3cba3da628741a10df/official_result.json.gz
case_017,2,5,validation,joint,9,wcc_task_5_mv_complement_batch2,46274,249984,893846,643862,249984,0,,0,4,,,893846,b2f3d91b2bf50a90c40ffda8bab52194e2052d9fc455ef9b94b86df60c7a59ee,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/joint/prefix/evaluations/attempts/20260926T001940-8983000d992f4284aa15613b69302143/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/joint/prefix/evaluations/attempts/20260926T001940-8983000d992f4284aa15613b69302143/official_result.json.gz
case_017,2,5,validation,joint,2,whole_graph_single_active,162810,22528,666390,643862,0,22528,,0,1,,,666390,ebfcb92172a76c268a4852143051ca74852506c0d993ed3181642b09fc218a26,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/joint/prefix/evaluations/attempts/20260926T001937-9f6f55cc82244939a4ff3c8b044eacc3/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/joint/prefix/evaluations/attempts/20260926T001937-9f6f55cc82244939a4ff3c8b044eacc3/official_result.json.gz
case_017,3,5,validation,joint,13,region_observed_order_control,28045,340992,984854,643862,340992,0,0.21958886441200307,192384,5,683726,876110,792470,6cd3a7ead920582628f516f7f66955c9e118cd7974840b1d68c59f3a6a734ed5,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/joint/evaluations/attempts/20260926T002308-86ff1b68d38044fdb99c9fd9e6594703/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/joint/evaluations/attempts/20260926T002308-86ff1b68d38044fdb99c9fd9e6594703/official_result.json.gz
case_017,3,5,validation,strong,13,wcc_task_7_mv_complement_batch4,32624,330624,974486,643862,330624,0,0.09802458469151318,84864,5,780878,865742,889622,8b24ec02b2f339dc14110d0aae456c5bee90f5f0c38ef8a9a08e1d949354ea3c,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/strong/prefix/evaluations/attempts/20260926T001833-eb55dc4dea4948f0819d5ee7e33e4a8a/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/strong/prefix/evaluations/attempts/20260926T001833-eb55dc4dea4948f0819d5ee7e33e4a8a/official_result.json.gz
case_017,3,5,validation,strong,11,wcc_start1_affinity_a4_per_core_w15,43288,252288,896150,643862,252288,0,0.3204039593297486,252288,4,535118,787406,643862,fbf566f4553e4e94753d737f5d03db5e382e41761ff2d0bc7ee5bf070f8234c3,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/strong/prefix/evaluations/attempts/20260926T001832-28221787a91942859851a6002f3fc6c7/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/strong/prefix/evaluations/attempts/20260926T001832-28221787a91942859851a6002f3fc6c7/official_result.json.gz
case_017,3,5,validation,strong,15,wcc_start1_affinity_a4_per_core_w75,44566,251136,894998,643862,251136,0,0.31940823194540185,251136,4,535118,786254,643862,c8a61f9d1822d87ca4c8b0a3734a8144cb2a289544de9c28067c31ec8b51c2ba,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/strong/prefix/evaluations/attempts/20260926T001834-3ced04926f4c452790b10fb193a96231/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/strong/prefix/evaluations/attempts/20260926T001834-3ced04926f4c452790b10fb193a96231/official_result.json.gz
case_017,3,5,validation,strong,9,wcc_task_5_mv_complement_batch2,46274,249984,893846,643862,249984,0,0.16189488754327463,127104,4,657998,785102,766742,958c53eafda1fbad2726dd7ad06937cc46edbc9c80b94c6516b6cf81a91768d1,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/strong/prefix/evaluations/attempts/20260926T001831-49348bbfd45b47a89579837deb893969/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/strong/prefix/evaluations/attempts/20260926T001831-49348bbfd45b47a89579837deb893969/official_result.json.gz
case_017,3,5,validation,strong,2,whole_graph_single_active,162810,22528,666390,643862,0,22528,0.040398388942088706,22528,1,535118,557646,643862,613fd4b43fd54e0fc084dfeb57bbaa35249184aaa82c54a703d7527a02cb8990,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/strong/prefix/evaluations/attempts/20260926T001828-b913c02a69774cd9b9705cfc12282ffb/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/strong/prefix/evaluations/attempts/20260926T001828-b913c02a69774cd9b9705cfc12282ffb/official_result.json.gz
case_022,1,5,validation,strong,11,wcc_start1_affinity_a5_per_core_w15,11724,13824,227510,213686,13824,0,,0,5,,,227510,d56687d15377e243d6543990cb6cf1e74ab6224779570d5b9b5cd1ff620fd54b,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p1_n5/strong/prefix/evaluations/attempts/20260926T002628-cafee4288cd048f38b8950c253e091fa/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p1_n5/strong/prefix/evaluations/attempts/20260926T002628-cafee4288cd048f38b8950c253e091fa/official_result.json.gz
case_022,2,5,validation,strong,11,trace_r00_03_stable_id,11654,20736,234422,213686,20736,0,,0,5,,,234422,30c671d46ec745768459160ab1e5769ae6b9c62c7890cdb2b58dba4a111cd18d,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p2_n5/strong/prefix/evaluations/attempts/20260926T002423-bcb1e84b69684531b3870db465304eff/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p2_n5/strong/prefix/evaluations/attempts/20260926T002423-bcb1e84b69684531b3870db465304eff/official_result.json.gz
case_022,2,5,validation,strong,2,whole_graph_single_active,56780,0,213686,213686,0,0,,0,1,,,213686,10caa321f98f8a85f05baf60dafc5ebe21c3900a14a1fc7400c7073f3e104c6b,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p2_n5/strong/prefix/evaluations/attempts/20260926T002418-43795b7b6336469288d345bc5caedd8d/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p2_n5/strong/prefix/evaluations/attempts/20260926T002418-43795b7b6336469288d345bc5caedd8d/official_result.json.gz
case_022,3,5,validation,strong,3,wcc_protected_interleave_v2_reencode_control,11820,20736,234422,213686,20736,0,0.08851098704092608,20736,5,213540,234276,213686,ed438e8057c85b92886b2749914a4648820ce5cc205bd14838e224e77e9e3b84,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p3_n5/strong/prefix/evaluations/attempts/20260926T001220-cbc019e7370b4e09b8d8165ef02470c6/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p3_n5/strong/prefix/evaluations/attempts/20260926T001220-cbc019e7370b4e09b8d8165ef02470c6/official_result.json.gz
case_022,3,5,validation,strong,2,whole_graph_single_active,56780,0,213686,213686,0,0,0.0,0,1,213540,213540,213686,1f2072ea1def4447504d15e0454b8c75fa93c58cfc662e2b860dbda5a38e92d9,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p3_n5/strong/prefix/evaluations/attempts/20260926T001219-5b4fb2c9024044a2a4735ffd5327e8ac/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p3_n5/strong/prefix/evaluations/attempts/20260926T001219-5b4fb2c9024044a2a4735ffd5327e8ac/official_result.json.gz
case_028,1,5,validation,joint,9,p1_joint_r0_phase16_eft_raw,9764657,327158784,333067392,5908608,327158784,0,,0,5,,,333067392,5c45615c0c800328d5e29955b646838eb62dfe4b71f90893906d6203e93c6514,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p1_n5/joint/prefix/evaluations/attempts/20260926T001622-edfb43f3d3d543838004eafb7c9f6e11/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p1_n5/joint/prefix/evaluations/attempts/20260926T001622-edfb43f3d3d543838004eafb7c9f6e11/official_result.json.gz
case_028,1,5,validation,joint,7,p1_joint_r0_phase16_eft_raw,10074287,326863872,332772480,5908608,326863872,0,,0,5,,,332772480,799e82e78d0a1587e77cd6ed227f9fa224cd2d6e9ced2f7a5d76c889352208c7,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p1_n5/joint/prefix/evaluations/attempts/20260926T001541-4b68281858ac421780efba9ccad5a036/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p1_n5/joint/prefix/evaluations/attempts/20260926T001541-4b68281858ac421780efba9ccad5a036/official_result.json.gz
case_028,1,5,validation,joint,1,wcc_start0_simple_a5_per_component_lpt_mv,10194624,326568960,332477568,5908608,326568960,0,,0,5,,,332477568,1af05838ec88f67949efd5c44807714f6f3e78326444d6339f251ca7a26df9fb,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p1_n5/joint/prefix/evaluations/attempts/20260926T001352-37e905e805ec474185ef336fa0004e89/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p1_n5/joint/prefix/evaluations/attempts/20260926T001352-37e905e805ec474185ef336fa0004e89/official_result.json.gz
case_028,1,5,validation,joint,10,merge256,10724480,292126200,298034808,5908608,169824336,122301864,,0,5,,,298034808,2be8b8281dc6bc205ff4bec9e42f8e24a7f353f7c631bb8a79c4ff504fad2808,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p1_n5/joint/prefix/evaluations/attempts/20260926T001633-4ee54c5bdf72447eb31cf47b7135957f/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p1_n5/joint/prefix/evaluations/attempts/20260926T001633-4ee54c5bdf72447eb31cf47b7135957f/official_result.json.gz
case_028,1,5,validation,joint,2,wcc_task_4_mv_complement_batch2,11193429,277710912,283619520,5908608,19336320,258374592,,0,5,,,283619520,eb9f225ac687a73ecc1a8ea8cc2c5131679edd560ad86f56c6d4f1ae6a9e8b00,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p1_n5/joint/prefix/evaluations/attempts/20260926T001359-ac1708d9a3ee4222aa893a6096a4d96c/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p1_n5/joint/prefix/evaluations/attempts/20260926T001359-ac1708d9a3ee4222aa893a6096a4d96c/official_result.json.gz
case_028,2,5,validation,joint,15,trace_r00_00_compute_dependency_tail,8250713,26780160,32688768,5908608,8593920,18186240,,0,5,,,32688768,e8f55032210d2c9c4a726377eed9e338abbb61db1964f8eb31fb3872da0630e5,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p2_n5/joint/evaluations/attempts/20260926T001525-f3bd171bf6f24a08a32a677150e8bada/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p2_n5/joint/evaluations/attempts/20260926T001525-f3bd171bf6f24a08a32a677150e8bada/official_result.json.gz
case_028,3,5,validation,joint,15,trace_r00_00_compute_dependency_tail,8182832,26780160,32688768,5908608,8593920,18186240,0.2964536436137292,6437664,5,15277920,21715584,26251104,296d3bc5289c9793f0c63d984a09408121694a767c73fda5ae705b7e4292a510,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p3_n5/joint/evaluations/attempts/20260926T001935-cb50767957b04997a250cfbdbbc8d2f4/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p3_n5/joint/evaluations/attempts/20260926T001935-cb50767957b04997a250cfbdbbc8d2f4/official_result.json.gz
case_034,1,5,validation,joint,6,split512,165049,2903040,5183426,2280386,2903040,0,,0,5,,,5183426,69bd57a4a8aa28e09b8caba154bece90a74c212d6f609cefe5ebd607290c681f,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p1_n5/joint/prefix/evaluations/attempts/20260926T002546-7ad18b6940e3455a9b34fdc7dce9f192/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p1_n5/joint/prefix/evaluations/attempts/20260926T002546-7ad18b6940e3455a9b34fdc7dce9f192/official_result.json.gz
case_034,1,5,validation,strong,16,wcc_task_8_mv_complement_batch2,165971,2898944,5179330,2280386,2898944,0,,0,5,,,5179330,17882f29ee2db4460fd31d4f0259ca57b84af71d978e535a07e3a467f1c118aa,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p1_n5/strong/prefix/evaluations/attempts/20260926T002908-d3c06550d23a40eda6fde636b9d2a19f/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p1_n5/strong/prefix/evaluations/attempts/20260926T002908-d3c06550d23a40eda6fde636b9d2a19f/official_result.json.gz
case_034,1,5,validation,joint,5,merge1024,175289,2856960,5137346,2280386,2807808,49152,,0,5,,,5137346,7eb8789e4a71af7c9264d768068f84d017ef27ede44d7c8d7e1ca425b9107625,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p1_n5/joint/prefix/evaluations/attempts/20260926T002542-ae722603ccd94914bcae195b5dcfa73b/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p1_n5/joint/prefix/evaluations/attempts/20260926T002542-ae722603ccd94914bcae195b5dcfa73b/official_result.json.gz
case_034,2,5,validation,joint,16,wcc_protected_interleave_v2_reencode_control,158846,2807808,5088194,2280386,2807808,0,,0,5,,,5088194,a6bc29ee4307d516f2337e1639c102a61922433d79a3aa811205883de3d8802a,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p2_n5/joint/evaluations/attempts/20260926T001103-6399508015e64fc78fb44a96d3290878/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p2_n5/joint/evaluations/attempts/20260926T001103-6399508015e64fc78fb44a96d3290878/official_result.json.gz
case_034,2,5,validation,joint,7,wcc_start0_affinity_a5_per_component_w15,175027,2803712,5084098,2280386,2803712,0,,0,5,,,5084098,1e685d7a544e164c62ad89b0df5a55cd56042527252b8561c867f4cff2e9e477,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p2_n5/joint/prefix/evaluations/attempts/20260926T001044-8a2bea03fdd643ea8a38eb7da2c9e0a9/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p2_n5/joint/prefix/evaluations/attempts/20260926T001044-8a2bea03fdd643ea8a38eb7da2c9e0a9/official_result.json.gz
case_034,2,5,validation,joint,11,wcc_task_6_mv_complement_batch2,202473,2357760,4638146,2280386,2357760,0,,0,4,,,4638146,e6a429c91808f1aa38864d6de03fa850e1f5dd7a0331b0db87832f370b391dc2,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p2_n5/joint/prefix/evaluations/attempts/20260926T001048-8e4c1f2c7a9d4fe0b256b211e71947d3/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p2_n5/joint/prefix/evaluations/attempts/20260926T001048-8e4c1f2c7a9d4fe0b256b211e71947d3/official_result.json.gz
case_034,2,5,validation,joint,2,whole_graph_single_active,842996,1079832,3360218,2280386,0,1079832,,0,1,,,3360218,40077bd9d19bfcb9d50232e46a66bd34f5ecf7b9ac9051cf40a688814ee39f99,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p2_n5/joint/prefix/evaluations/attempts/20260926T001036-9a23cf3ace0943e1ad993b923dddff7d/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p2_n5/joint/prefix/evaluations/attempts/20260926T001036-9a23cf3ace0943e1ad993b923dddff7d/official_result.json.gz
case_034,3,5,validation,joint,16,wcc_protected_interleave_v2_reencode_control,158621,2807808,5088194,2280386,2807808,0,0.5112158673153305,2600960,5,2486832,5087792,2487234,516a9407208cdecf7e468f5e9acf60cd116806b75e999601cda83cb1eb832ff7,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p3_n5/joint/evaluations/attempts/20260926T002923-32c26c67bea445b88a2a07cd497fc110/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p3_n5/joint/evaluations/attempts/20260926T002923-32c26c67bea445b88a2a07cd497fc110/official_result.json.gz
case_034,3,5,validation,joint,7,wcc_start0_affinity_a5_per_component_w15,173134,2803712,5084098,2280386,2803712,0,0.5474819894816685,2783232,5,2300464,5083696,2300866,2a6045a873fd390ff25d7696e42ff1c70679f7b01400812075a990425e506acd,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p3_n5/joint/prefix/evaluations/attempts/20260926T002903-725d66b0b56145e291082593b9a78164/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p3_n5/joint/prefix/evaluations/attempts/20260926T002903-725d66b0b56145e291082593b9a78164/official_result.json.gz
case_034,3,5,validation,joint,11,wcc_task_6_mv_complement_batch2,202434,2357760,4638146,2280386,2357760,0,0.5019819981439252,2328064,4,2309680,4637744,2310082,da689e49cec400ab8c3c81fc1420cc3ff605ac8ff77d157883f92ade3a78996b,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p3_n5/joint/prefix/evaluations/attempts/20260926T002908-d75470d0247249b7868cf11deea8c782/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p3_n5/joint/prefix/evaluations/attempts/20260926T002908-d75470d0247249b7868cf11deea8c782/official_result.json.gz
case_034,3,5,validation,joint,2,whole_graph_single_active,842733,1079832,3360218,2280386,0,1079832,0.309046599146855,1038336,1,2321468,3359804,2321882,7716a9acc81efa752c4ea06d1eeda01d0cc2dc874d7df5529e214dc6f08ebc11,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p3_n5/joint/prefix/evaluations/attempts/20260926T002855-ff56ebd7b9994a2e9dfc55e272f9e355/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p3_n5/joint/prefix/evaluations/attempts/20260926T002855-ff56ebd7b9994a2e9dfc55e272f9e355/official_result.json.gz
case_042,1,5,validation,strong,14,merge512,337038,11748480,14137444,2388964,11687040,61440,,0,5,,,14137444,6d3b0817790121c3e6cde265f1592bcb2545835d4248c3347db3be26dcbd32ca,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_042/p1_n5/strong/prefix/evaluations/attempts/20260926T001206-7505d8264ac14270bcf420dfdd7a3566/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_042/p1_n5/strong/prefix/evaluations/attempts/20260926T001206-7505d8264ac14270bcf420dfdd7a3566/official_result.json.gz
