case,problem,method,call,family,parent_record,parent_span,best_before,alternative_parent,strictly_worse_parent,status,time_improved,span
case_083,3,budget_greedy,10,data,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_083/p3_n5/budget_greedy/evaluations/attempts/20260925T192726-cbc28a7df7b6468b8c192dd32769df1e/record.json,184594,184594,False,False,success,False,184594
case_083,3,budget_greedy,11,structure,,,184594,False,False,success,False,333151
case_083,3,budget_greedy,12,region,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_083/p3_n5/budget_greedy/evaluations/attempts/20260925T192726-cbc28a7df7b6468b8c192dd32769df1e/record.json,184594,184594,False,False,success,True,183787
case_031,2,budget_greedy,7,structure,,,273808,False,False,success,False,312382
case_031,2,budget_greedy,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/budget_greedy/evaluations/attempts/20260925T192716-fabb292fd40645859ace7adfa349a0c3/record.json,273808,273808,False,False,success,True,273263
case_031,2,budget_greedy,9,data,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/budget_greedy/evaluations/attempts/20260925T192723-90525dd3ec3d4750ba98a6cbe7361c84/record.json,273263,273263,False,False,success,False,274543
case_031,2,budget_greedy,10,structure,,,273263,False,False,success,False,306480
case_031,2,budget_greedy,11,region,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/budget_greedy/evaluations/attempts/20260925T192723-90525dd3ec3d4750ba98a6cbe7361c84/record.json,273263,273263,False,False,success,False,275627
case_031,2,budget_greedy,12,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/budget_greedy/evaluations/attempts/20260925T192723-90525dd3ec3d4750ba98a6cbe7361c84/record.json,273263,273263,False,False,success,False,537923
case_083,2,wide_legacy,7,structure_pair,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_083/p2_n5/wide_legacy/evaluations/attempts/20260925T192731-dbbe058f972e42cd9eeebb8291594423/record.json,442480,309183,True,True,success,True,184594
case_083,2,wide_legacy,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_083/p2_n5/wide_legacy/evaluations/attempts/20260925T192735-77f04488721e4dbd8cd30fe088946649/record.json,184594,184594,False,False,success,False,338352
case_083,2,wide_legacy,9,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_083/p2_n5/wide_legacy/evaluations/attempts/20260925T192735-77f04488721e4dbd8cd30fe088946649/record.json,184594,184594,False,False,success,False,185285
case_083,2,wide_legacy,10,structure,,,184594,False,False,success,False,442480
case_083,2,wide_legacy,11,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_083/p2_n5/wide_legacy/evaluations/attempts/20260925T192735-77f04488721e4dbd8cd30fe088946649/record.json,184594,184594,False,False,success,False,335284
case_083,2,wide_legacy,12,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_083/p2_n5/wide_legacy/evaluations/attempts/20260925T192735-77f04488721e4dbd8cd30fe088946649/record.json,184594,184594,False,False,success,False,442480
case_018,2,local_legacy,7,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_018/p2_n5/local_legacy/evaluations/attempts/20260925T192740-e908518e5dca4b2d9a8a9df4d639e005/record.json,197769,197769,False,False,success,False,387607
case_018,2,local_legacy,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_018/p2_n5/local_legacy/evaluations/attempts/20260925T192740-e908518e5dca4b2d9a8a9df4d639e005/record.json,197769,197769,False,False,success,False,226099
case_018,2,local_legacy,9,structure,,,197769,False,False,success,False,214779
case_018,2,local_legacy,10,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_018/p2_n5/local_legacy/evaluations/attempts/20260925T192740-e908518e5dca4b2d9a8a9df4d639e005/record.json,197769,197769,False,False,success,False,385085
case_018,2,local_legacy,11,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_018/p2_n5/local_legacy/evaluations/attempts/20260925T192740-e908518e5dca4b2d9a8a9df4d639e005/record.json,197769,197769,False,False,success,False,209182
case_018,2,local_legacy,12,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_018/p2_n5/local_legacy/evaluations/attempts/20260925T192740-e908518e5dca4b2d9a8a9df4d639e005/record.json,197769,197769,False,False,success,False,387463
case_031,2,wide_legacy,7,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/wide_legacy/evaluations/attempts/20260925T192735-ef28606345794f4fbeb88954701561db/record.json,273808,273808,False,False,success,True,273263
case_031,2,wide_legacy,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/wide_legacy/evaluations/attempts/20260925T192739-77efa2369a344744a18a5dcb22a66710/record.json,273263,273263,False,False,success,False,537923
case_031,2,wide_legacy,9,structure,,,273263,False,False,success,False,312382
case_031,2,wide_legacy,10,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/wide_legacy/evaluations/attempts/20260925T192739-77efa2369a344744a18a5dcb22a66710/record.json,273263,273263,False,False,success,False,380459
case_031,2,wide_legacy,11,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/wide_legacy/evaluations/attempts/20260925T192739-77efa2369a344744a18a5dcb22a66710/record.json,273263,273263,False,False,success,False,537676
case_031,2,wide_legacy,12,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/wide_legacy/evaluations/attempts/20260925T192739-77efa2369a344744a18a5dcb22a66710/record.json,273263,273263,False,False,success,False,537117
case_018,3,wide_legacy,7,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_018/p3_n5/wide_legacy/evaluations/attempts/20260925T192746-6825560433f9497887c188b96fae9c91/record.json,196701,196701,False,False,success,False,387406
case_018,3,wide_legacy,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_018/p3_n5/wide_legacy/evaluations/attempts/20260925T192746-6825560433f9497887c188b96fae9c91/record.json,196701,196701,False,False,success,False,196701
case_018,3,wide_legacy,9,structure,,,196701,False,False,success,False,213224
case_018,3,wide_legacy,10,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_018/p3_n5/wide_legacy/evaluations/attempts/20260925T192749-fb046bf3fa4f434b93b48f0528ea85fd/record.json,196701,196701,False,False,success,False,196701
case_018,3,wide_legacy,11,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_018/p3_n5/wide_legacy/evaluations/attempts/20260925T192749-fb046bf3fa4f434b93b48f0528ea85fd/record.json,196701,196701,False,False,success,False,196701
case_018,3,wide_legacy,12,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_018/p3_n5/wide_legacy/evaluations/attempts/20260925T192749-fb046bf3fa4f434b93b48f0528ea85fd/record.json,196701,196701,False,False,success,False,223662
case_031,3,wide_legacy,7,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/wide_legacy/evaluations/attempts/20260925T192750-651aa915440a48aeaa57f692f2577001/record.json,273747,273747,False,False,success,True,273059
case_031,3,wide_legacy,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/wide_legacy/evaluations/attempts/20260925T192755-3db9c8f302eb471f8b47a5830615de1f/record.json,273059,273059,False,False,success,False,274441
case_031,3,wide_legacy,9,structure,,,273059,False,False,success,False,310652
case_031,3,wide_legacy,10,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/wide_legacy/evaluations/attempts/20260925T192755-3db9c8f302eb471f8b47a5830615de1f/record.json,273059,273059,False,False,success,False,537845
case_031,3,wide_legacy,11,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/wide_legacy/evaluations/attempts/20260925T192755-3db9c8f302eb471f8b47a5830615de1f/record.json,273059,273059,False,False,success,False,274441
case_031,3,wide_legacy,12,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/wide_legacy/evaluations/attempts/20260925T192755-3db9c8f302eb471f8b47a5830615de1f/record.json,273059,273059,False,False,success,False,274441
case_031,2,local_legacy,7,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/local_legacy/evaluations/attempts/20260925T192755-1c08525980e04669ba4a9b071ca825ca/record.json,277319,277319,False,False,success,False,278639
case_031,2,local_legacy,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/local_legacy/evaluations/attempts/20260925T192755-1c08525980e04669ba4a9b071ca825ca/record.json,277319,277319,False,False,success,False,380961
case_031,2,local_legacy,9,structure,,,277319,False,False,success,False,312382
case_031,2,local_legacy,10,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/local_legacy/evaluations/attempts/20260925T192755-1c08525980e04669ba4a9b071ca825ca/record.json,277319,277319,False,False,success,False,285034
case_031,2,local_legacy,11,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/local_legacy/evaluations/attempts/20260925T192755-1c08525980e04669ba4a9b071ca825ca/record.json,277319,277319,False,False,success,False,310137
case_031,2,local_legacy,12,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p2_n5/local_legacy/evaluations/attempts/20260925T192755-1c08525980e04669ba4a9b071ca825ca/record.json,277319,277319,False,False,success,False,277763
case_046,2,budget_greedy,7,structure,,,93013,False,False,success,False,124612
case_046,2,budget_greedy,8,structure_pair,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_046/p2_n5/budget_greedy/evaluations/attempts/20260925T192807-d2321b87ae754398b9d4f6dc7d4ae355/record.json,124612,93013,True,True,success,True,77846
case_046,2,budget_greedy,9,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_046/p2_n5/budget_greedy/evaluations/attempts/20260925T192807-55d1757596244b80be9e83a7677c371a/record.json,77846,77846,False,False,success,False,79056
case_046,2,budget_greedy,10,data,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_046/p2_n5/budget_greedy/evaluations/attempts/20260925T192807-55d1757596244b80be9e83a7677c371a/record.json,77846,77846,False,False,success,False,77846
case_046,2,budget_greedy,11,structure,,,77846,False,False,success,False,142176
case_046,2,budget_greedy,12,region,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_046/p2_n5/budget_greedy/evaluations/attempts/20260925T192807-55d1757596244b80be9e83a7677c371a/record.json,77846,77846,False,False,success,False,93013
case_031,3,budget_greedy,7,structure,,,273747,False,False,success,False,310652
case_031,3,budget_greedy,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/budget_greedy/evaluations/attempts/20260925T192807-8b3434a889a948e79f275fe47c697b5c/record.json,273747,273747,False,False,success,True,273059
case_031,3,budget_greedy,9,data,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/budget_greedy/evaluations/attempts/20260925T192814-84a6512ba9774706be86204cb0147fb9/record.json,273059,273059,False,False,success,False,274441
case_031,3,budget_greedy,10,structure,,,273059,False,False,success,False,306480
case_031,3,budget_greedy,11,region,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/budget_greedy/evaluations/attempts/20260925T192814-84a6512ba9774706be86204cb0147fb9/record.json,273059,273059,False,False,success,False,275649
case_031,3,budget_greedy,12,region,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/budget_greedy/evaluations/attempts/20260925T192814-84a6512ba9774706be86204cb0147fb9/record.json,273059,273059,False,False,success,False,365647
case_046,3,local_legacy,7,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_046/p3_n5/local_legacy/evaluations/attempts/20260925T192824-7829011a574146dc9cba2c90cde97a2f/record.json,92391,92391,False,False,success,False,93464
case_046,3,local_legacy,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_046/p3_n5/local_legacy/evaluations/attempts/20260925T192824-7829011a574146dc9cba2c90cde97a2f/record.json,92391,92391,False,False,success,False,92391
case_046,3,local_legacy,9,structure,,,92391,False,False,success,False,105932
case_046,3,local_legacy,10,structure_pair,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_046/p3_n5/local_legacy/evaluations/attempts/20260925T192825-746d094bd777415c8ca1461b317ece19/record.json,105932,92391,True,True,success,True,77846
case_046,3,local_legacy,11,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_046/p3_n5/local_legacy/evaluations/attempts/20260925T192825-df562e875a9f4faeb275cbf9c2df50f4/record.json,77846,77846,False,False,success,False,79056
case_046,3,local_legacy,12,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_046/p3_n5/local_legacy/evaluations/attempts/20260925T192825-df562e875a9f4faeb275cbf9c2df50f4/record.json,77846,77846,False,False,success,False,77846
case_031,3,budget_beam,7,structure,,,273747,False,False,success,False,310652
case_031,3,budget_beam,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/budget_beam/evaluations/attempts/20260925T192813-60d4364a069b4c37b1913e359fac0914/record.json,273747,273747,False,False,success,True,273059
case_031,3,budget_beam,9,data,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/budget_beam/evaluations/attempts/20260925T192820-4c04bf7ce6ef45bda0db90cd32b9c74f/record.json,273059,273059,False,False,success,False,274441
case_031,3,budget_beam,10,structure,,,273059,False,False,success,False,306480
case_031,3,budget_beam,11,region,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/budget_beam/evaluations/attempts/20260925T192826-abb9499744e549189c679418d4b52160/record.json,274441,273059,True,True,success,False,275253
case_031,3,budget_beam,12,region,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_031/p3_n5/budget_beam/evaluations/attempts/20260925T192820-4c04bf7ce6ef45bda0db90cd32b9c74f/record.json,273059,273059,False,False,success,False,275649
case_083,2,budget_greedy,7,structure_pair,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_083/p2_n5/budget_greedy/evaluations/attempts/20260925T192826-8d31fdf50aa944369f9c90e10bb86774/record.json,442480,309183,True,True,success,True,184594
case_083,2,budget_greedy,8,structure,,,184594,False,False,success,False,442480
case_083,2,budget_greedy,9,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_083/p2_n5/budget_greedy/evaluations/attempts/20260925T192829-f228480abfcc4957b7b5fb8361396446/record.json,184594,184594,False,False,success,False,338352
case_083,2,budget_greedy,10,data,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_083/p2_n5/budget_greedy/evaluations/attempts/20260925T192829-f228480abfcc4957b7b5fb8361396446/record.json,184594,184594,False,False,success,False,184594
case_083,2,budget_greedy,11,structure,,,184594,False,False,success,False,450029
case_083,2,budget_greedy,12,region,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v2/slots/case_083/p2_n5/budget_greedy/evaluations/attempts/20260925T192829-f228480abfcc4957b7b5fb8361396446/record.json,184594,184594,False,False,success,True,183856
