case,singlecore,control,best_new,selected,candidate_count,control_source,singlecore_source,selected_name,selected_plan_sha256,bare_time_over_control,retained_time_over_control,official_control_speedup,official_bare_speedup,official_retained_speedup
case_064,19116,19116,8945,8945,11,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_064/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_064/singlecore.json,op_stable_id_w100,84aa8f19c7bd52fc8bbb284afaa998f89ca38745acf22283804964348a108e27,0.4679326218874241,0.4679326218874241,1.0,2.1370598099496925,2.1370598099496925
case_065,53068,12169,21953,12169,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_065/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_065/singlecore.json,saved_wcc_control,be843c937c5a299019d2d8ad4e242294dacb25bc266f3b963f85ebf8cfa09c5a,1.8040101898266085,1.0,4.3609170843947735,2.4173461485901697,4.3609170843947735
case_066,359070,248146,115031,115031,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_066/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_066/singlecore.json,op_stable_id_w200,5b888372b5140f31f0e128356195ea5c54855bc43de9f3fc92399b6272fabb30,0.46356177411685057,0.46356177411685057,1.44701103382686,3.1215063765419755,3.1215063765419755
case_067,63834834,15931687,12076106,12076106,10,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_067/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_067/singlecore.json,op_release_priority_w200,2311a187b5d74468d92c59b477e00a8027993b7abbe410be5d8d3bd284b43a5c,0.7579929231599892,0.7579929231599892,4.006784341168641,5.286044524617456,5.286044524617456
case_068,362095,302408,149221,149221,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_068/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_068/singlecore.json,op_stable_id_w200,75a55077262e949c959c80009568edb8802907fb7516e8a3846fba8320355f23,0.4934426337927568,0.4934426337927568,1.1973724240099468,2.4265686465041783,2.4265686465041783
case_069,25144,25144,11695,11695,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_069/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_069/singlecore.json,op_stable_id_w200,4e1dc0552ed62a8b22404f603b6ddb9e6814b117c546b366d99f08619c4a2afe,0.4651209035952911,0.4651209035952911,1.0,2.149978623343309,2.149978623343309
case_070,117300,26669,41618,26669,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_070/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_070/singlecore.json,saved_wcc_control,836e8aa19312e4a61031263ed070c6e6180be3d2657dc9ad17c76ecca8edeb32,1.5605384528853725,1.0,4.3983651430499835,2.8184919986544283,4.3983651430499835
case_071,18919,18919,9374,9374,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_071/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_071/singlecore.json,op_stable_id_w200,f59694d9bde67365cc41f6b54b12a425e97f8fe66c00146293b513a7bd325d0a,0.49548073365399864,0.49548073365399864,1.0,2.018241945807553,2.018241945807553
case_072,23897828,4812815,5809496,4812815,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_072/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_072/singlecore.json,saved_wcc_control,a5cda3b84e40b984f46347beb39019ae203a3660af690d10c191e2da66653aa5,1.2070889905388011,1.0,4.9654574297994,4.1135802486136495,4.9654574297994
case_073,10081626,3517515,1792821,1792821,10,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_073/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_073/singlecore.json,op_release_priority_w200,3ad1e4b6b008c9bd7c7e69a6c0719fdc600e4fa08f8ee74701df4067545ef73d,0.5096839672325492,0.5096839672325492,2.8661216796516857,5.623331052012443,5.623331052012443
case_074,1682239,344246,490923,344246,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_074/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_074/singlecore.json,saved_wcc_control,3692bb9b157a5ad83942dfcb08c195479361a753b7e042c52a6772f8c3ee1298,1.4260819297827716,1.0,4.886735067364617,3.426686058709818,4.886735067364617
case_075,1441809,1441809,413605,413605,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_075/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_075/singlecore.json,op_critical_path_w200,7712d74a58aa34619d838c88f07b138815256cc93bd70ca4e41775246764c143,0.28686531988633723,0.28686531988633723,1.0,3.4859564076836596,3.4859564076836596
case_076,6185113,1240011,2473925,1240011,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_076/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_076/singlecore.json,saved_wcc_control,d4964834ec8e43d0c64ecd67c7d5e1d688ce8d9b1d9a4566094aa21bc99d6a0d,1.9950831081337181,1.0,4.987950106894213,2.5001214668997647,4.987950106894213
case_077,495320,121081,155814,121081,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_077/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_077/singlecore.json,saved_wcc_control,033624210b54a31b92e60ec2100d3af9e413d32445e975ec15a09ce7d162be2b,1.2868575581635433,1.0,4.090815239385205,3.178918454054193,4.090815239385205
case_078,2296143,663941,488618,488618,10,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_078/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_078/singlecore.json,op_critical_path_w200,fb967d8f99e63f41dadb9aa8ee985708bac710f3767564034adbfc80f3b53445,0.7359358738201135,0.7359358738201135,3.458353980248245,4.699259953583372,4.699259953583372
case_079,31052251,6075976,7378351,6075976,6,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_079/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_079/singlecore.json,saved_wcc_control,4ecb94fc7d792afb7d380b344b01cc857d4981292fd908149542b13cdf5f898b,1.2143482791900428,1.0,5.110660575354478,4.208562455215264,5.110660575354478
case_080,292138,113455,115558,113455,9,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_080/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_080/singlecore.json,saved_wcc_control,cd718e593f35d436046f8edaa2c8bf3c6ded3c408b2ff38ddd89c6a16ddca6bc,1.0185359834295535,1.0,2.574923978669957,2.528063829418993,2.574923978669957
case_081,151795,30943,70922,30943,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_081/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_081/singlecore.json,saved_wcc_control,eb6a279de1dc36e4d189241e1acc4e92b9c4ea1e18d7da5caf86ae8609ae4a93,2.292020812461623,1.0,4.905632937982743,2.1403090719381854,4.905632937982743
case_082,721041,721041,238028,238028,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_082/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_082/singlecore.json,op_critical_path_w200,705e45e57a05a152eb7f5869e2872f2ad985fe8bce2e3a44fc1c5a85999475ab,0.3301171500649755,0.3301171500649755,1.0,3.0292276538894582,3.0292276538894582
case_083,1057993,442480,270461,270461,11,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_083/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_083/singlecore.json,op_release_priority_w200,302c7acbc9b2ca27ce3959633c10d53795d42b1c9ecb9d91540e3387ad6a9166,0.611238926053155,0.611238926053155,2.3910527029470257,3.911813533189628,3.911813533189628
case_084,2507412,503472,503472,503472,7,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_084/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_084/singlecore.json,saved_wcc_control,c8e6182d15dafe67344927e4c22144262af784769c8dea8aa2a2a97e34670c16,1.0,1.0,4.98024120507198,4.98024120507198,4.98024120507198
case_085,3187899,3187899,969255,969255,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_085/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_085/singlecore.json,op_critical_path_w200,9414c5ddbbe7f3688427fc21607ab624db4861494d040b46d66bc0d9eba2af7f,0.30404194110290195,0.30404194110290195,1.0,3.2890199173592087,3.2890199173592087
case_086,118403,118403,58454,58454,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_086/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_086/singlecore.json,op_stable_id_w200,0c5c2c6161b3d251bfcef5702f93bc2a1e4bbe42001c989e9818094ef8dc89e1,0.49368681536785386,0.49368681536785386,1.0,2.0255756663359223,2.0255756663359223
case_087,3974071,885851,943379,885851,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_087/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_087/singlecore.json,saved_wcc_control,7f9055fc79447e7046655f0e944330d76a002748bb19ee0557f35e78b2725e1b,1.0649409437930306,1.0,4.486161894043129,4.212592181933242,4.486161894043129
case_088,243623,202290,95254,95254,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_088/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_088/singlecore.json,op_stable_id_w200,8f9afb8d732d6aff281264298fcdd09c9f8fe22d28b8dfe54727d63a64c74c29,0.4708784418409214,0.4708784418409214,1.2043254733303672,2.5576143783988075,2.5576143783988075
case_089,693092,147432,145513,145513,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_089/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_089/singlecore.json,op_release_priority_w100,fe91a4d24c8be9db0235675d0ed5fa105f561dd48425b9b6c3a3738a88f40a79,0.9869838298334147,0.9869838298334147,4.701096098540344,4.763093331867256,4.763093331867256
case_090,1178363,542638,292840,292840,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_090/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_090/singlecore.json,op_release_priority_w200,6667aa5899988bab618077946e520bb0c9fd8328b4044a50da56ab948744feb6,0.5396599574670407,0.5396599574670407,2.171545302761694,4.023914082775577,4.023914082775577
case_091,9186769,1882479,3110517,1882479,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_091/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_091/singlecore.json,saved_wcc_control,e919bcc976a07cda98747fb2c38d345a15f74103b7c056e8893c221226bc27dc,1.6523515003354619,1.0,4.880144214092162,2.9534540399554157,4.880144214092162
case_092,4815554,1649430,1198881,1198881,11,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_092/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_092/singlecore.json,op_release_priority_w200,2fa3ddd2e2387f0f32d674db79c9a4e7bbbeaa43066f992f658bffda7dcfc976,0.7268456375838926,0.7268456375838926,2.919526139332982,4.016707246173723,4.016707246173723
case_093,74205,15876,28522,15876,9,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_093/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_093/singlecore.json,saved_wcc_control,37f84ac73f276a8bd248823c582d73525cbaa292be0a0043b979bfc55c2e112a,1.7965482489292013,1.0,4.674036281179139,2.601675899305799,4.674036281179139
case_094,94892,24943,46732,24943,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_094/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_094/singlecore.json,saved_wcc_control,eaccc447841231aed0c4ef11f908e5d787ff7b16652f87f321a8b25cca7344a5,1.8735516978711462,1.0,3.804353926953454,2.030557219892151,3.804353926953454
case_095,2084853,420852,420852,420852,7,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_095/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_095/singlecore.json,saved_wcc_control,4135806b80707120b0298977fe1bec78a6e9ebd84fb66339d3099a8e211945a4,1.0,1.0,4.953886401870491,4.953886401870491,4.953886401870491
case_096,84194,27053,27221,27053,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_096/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_096/singlecore.json,saved_wcc_control,09383e1162ac5fa2de53c01e12bcfbc1beb637f732c7301779d2316861228546,1.0062100321590952,1.0,3.112187188112224,3.0929796848021747,3.112187188112224
case_097,11491509,2102348,2494924,2102348,6,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_097/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_097/singlecore.json,saved_wcc_control,6b3e021d6953c18134b26ef4344b4c9709e4e8fb248ec3fc3c5c10fff22de702,1.1867321680330754,1.0,5.466035594487687,4.605955532112401,5.466035594487687
case_098,177430,89756,63381,63381,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_098/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_098/singlecore.json,op_stable_id_w200,b7eb3c241e1a709c91149fa528a39e39f79c1ff53c49f135cbce1a82f71828d4,0.7061477784214982,0.7061477784214982,1.9768037791345425,2.7994193843580883,2.7994193843580883
case_099,1622999,337075,360156,337075,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_099/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_099/singlecore.json,saved_wcc_control,d8d85a1b19416700ab641c25278a8534f92f3e5b4c7852a6a7116f0d001ea5d3,1.068474375139064,1.0,4.814949195282949,4.506377791845756,4.814949195282949
case_100,151223,58085,59544,58085,12,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_100/simple_p2_n5_seed0.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/results/case_100/singlecore.json,saved_wcc_control,bbf30f1bd665f39b76cb0ec29292b88053e7e5b778b098e1de55a727df007a97,1.0251183610226393,1.0,2.603477662047,2.539684938868736,2.603477662047
