case,method,seed,makespan,logical_calls,new_calls,task_calls,elapsed_seconds,timeouts,winner_plan
case_018,component,73,205917,12,4,0,2.5477995419641957,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015853-f6501f7a22274cacae14158fe51f1c42/plan.json
case_042,adaptive,42,351786,4,0,0,0.8070289579918608,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015856-fbbc0ba146b04ccb8864d678bd502188/plan.json
case_026,hybrid,17,41665,12,2,4,0.4381466250633821,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015857-533077cbff0a4abb85be26b1fb8b44d4/plan.json
case_042,component,73,358345,12,3,0,3.5809444580227137,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015856-eba37b8f7c9b462da0bc0d52b48b1cd3/plan.json
case_042,hybrid,42,342220,10,2,6,2.512773249996826,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015859-19ebb20559504c67bcd576a42103576a/plan.json
case_017,adaptive,42,35496,4,0,0,0.23571391706354916,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015859-be74b10cdebf41a6a812ee9010427a16/plan.json
case_064,adaptive,73,16469,12,0,0,0.11499012494459748,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015859-bab204cae55f469d92962a8ab5b8025e/plan.json
case_023,adaptive,73,24268,2,0,0,0.17605104204267263,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015900-1808674c04c84a2e9fe8cd063628d37d/plan.json
case_027,adaptive,17,558753,6,0,0,0.37076087505556643,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015900-0c261bc4b44f430e83d7f7e346197cb8/plan.json
case_036,component,17,187182,12,0,0,0.24354516703169793,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015900-43358c798bc4464a887e72779ad6581e/plan.json
case_093,component,17,15876,12,0,0,0.08314450003672391,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015900-f3446f64353445488d884f2b8383d550/plan.json
case_023,component,73,24268,12,3,0,0.518449957948178,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015900-a2ac9e712cf74fb1b8be04a9e50c8a64/plan.json
case_050,adaptive,73,78548,9,0,0,0.7770540829515085,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015900-808208f56e474c4db605fb38aa974baa/plan.json
case_026,component,73,41688,12,1,0,0.21727075008675456,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015901-7e4dd4aa908f4ca29e9c447172c88c6b/plan.json
case_093,adaptive,17,15876,2,0,0,0.1033012910047546,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015901-5f1b8f48b67f4df89e24bf8ca615eeeb/plan.json
case_027,adaptive,42,558753,6,0,0,0.3629639999708161,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015901-df573c0eac33425c80c2e13109248994/plan.json
case_017,component,17,35496,12,4,0,0.9616214580601081,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015901-1c4bed311ffc4dc6a9354719dc7f1e4c/plan.json
case_009,adaptive,42,83830,12,0,0,0.8387146249879152,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015902-b48c2e6127a74cdc854e927a6e1cee83/plan.json
case_017,component,73,35496,12,3,0,0.844751707976684,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015902-480af119463a4aff91ade9f9c06d14db/plan.json
case_018,component,17,205917,12,4,0,2.36331158305984,0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T015902-da19f90885f042509eafae387edbff9f/plan.json
