round,case,problem,name,accepted,status,cache_hit,seconds,error,record_path,makespan,plan_sha256
1,case_047,3,owner_first_r7_w0.02_s2,False,success,False,12.811073885008227,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p3_n5/attack/evaluations/attempts/20260925T225005-a697775d6c954904b646337a106e2ede/record.json,405615,c4ab9605b8493b245529539432bc08fc1b9df1a97a55bfd95868192f31981e63
1,case_048,1,charged_incumbent_replay,True,success,False,0.7854815490136389,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p1_n5/attack/evaluations/attempts/20260925T224933-d0639176c41746228c275ff9cd76b6ef/record.json,136675,78f2c9e850659c17b0d3008f5761fbe74e9efffab8db39b9a32498e5b496137e
1,case_048,1,owner_first_r0_w0.03_s2,False,success,False,0.9740239340171684,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p1_n5/attack/evaluations/attempts/20260925T224934-6d83c68398b044938b83269faaf3ec40/record.json,293638,80d7d1c629df4eb5d200d0d88bd82a8adfc22e748b3c93bd7c1384ad87e957e2
1,case_048,1,owner_first_r1_w0.1_s4,False,success,False,1.2769726059923414,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p1_n5/attack/evaluations/attempts/20260925T224935-a8ba108066764b40ac132a9d3de8bfd3/record.json,311193,d690a9df763eb6893020f8d135d4ae04215c711c2013d773f254086fa49dbbc0
1,case_048,1,owner_first_r2_w0.2_s8,False,success,False,0.8296296889893711,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p1_n5/attack/evaluations/attempts/20260925T224936-71efb0528f8c45fb9863b4ffed1ad6c8/record.json,263735,9da5ca32464bc81f0cbef858a3e9a47747118b7e3dbc9f2f0799b719e962356e
1,case_048,1,owner_first_r3_w0.5_s16,False,success,False,1.0234166759764776,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p1_n5/attack/evaluations/attempts/20260925T224937-53062499e50d4112b0f58e1c766e4e6b/record.json,285615,b31a632da8371f07db8313ab8f8be728a2a839c9f9ff234d0e915dd31ae2d890
1,case_048,1,owner_first_r4_w1.0_s4,False,success,False,0.7265620060206857,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p1_n5/attack/evaluations/attempts/20260925T224938-cebb8c30442747479b543ccb2eb4d435/record.json,262140,57099d99d8904a2db67bfc97beca218d6bc1499b69a5b24a839e6b3fc09de8de
1,case_048,1,owner_first_r5_w2.0_s8,False,success,False,0.873057355027413,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p1_n5/attack/evaluations/attempts/20260925T224939-0b24208304a44ad8b0ddce48726f57b3/record.json,184904,429ebac883c6395b65bab9745dbe329bca5718ed1d821f828537560dd0e40ae5
1,case_048,1,owner_first_r6_w4.0_s16,False,success,False,0.8774754449841566,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p1_n5/attack/evaluations/attempts/20260925T224940-4bee7268e6134a12bc9b62f921851129/record.json,188030,99fa5735dabab8e1494e3aed81b0d2bd57f449830d2a711f8c161513ecb14fd3
1,case_048,1,owner_first_r7_w0.02_s2,False,success,False,1.325584518024698,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p1_n5/attack/evaluations/attempts/20260925T224941-e66ed339c3b54890940cdcdcd412e121/record.json,335375,42f62cf39d9abfe275cfb9fe62a850450a492e07ce0b17d09c12d9ce7f19211f
1,case_048,2,charged_incumbent_replay,True,success,False,0.7427268110041041,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p2_n5/attack/evaluations/attempts/20260925T224942-23ee09c2f95446a4b292bcd86898116b/record.json,98926,4b6b08d4eebc9c87adbe23cf3e6a5035f4aa5f6babfade4dd5e112a84e4954ef
1,case_048,2,owner_first_r0_w0.03_s2,False,success,False,0.8326580370194279,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p2_n5/attack/evaluations/attempts/20260925T224943-ae2a217f112e4812bfe465578825689e/record.json,188966,ff148132722f7934ea37eb302fa6be762970573f17f22f06cb0725480e76050e
1,case_048,2,owner_first_r1_w0.1_s4,False,success,False,0.6256531050021295,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p2_n5/attack/evaluations/attempts/20260925T224944-3270de8bbe0248519441a5b992d46c47/record.json,206102,a5a69290d0f73e5920e4c1af207a6df8064ec68f42c7e7ebb060ffc2cd03a3a9
1,case_048,2,owner_first_r2_w0.2_s8,False,success,False,0.5230763760046102,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p2_n5/attack/evaluations/attempts/20260925T224944-10567ac1d8e84ad2b205ea882189a166/record.json,187246,8e4c93cf84f423505889df92d1ac010fe01c40889b657f365121ed3d16967870
1,case_048,2,owner_first_r3_w0.5_s16,False,success,False,0.5725821229862049,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p2_n5/attack/evaluations/attempts/20260925T224945-3fce7d218ac846ed9a5513d5d87bfc6d/record.json,190824,f868bb6d11265f483d8bd9be1517e9281f755a47bac20d7b02689e269474e6d3
1,case_048,2,owner_first_r4_w1.0_s4,False,success,False,0.5238833740004338,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p2_n5/attack/evaluations/attempts/20260925T224946-2bc9222769b74a5fb87a61454fe679ad/record.json,194193,84465039c482492c8ef0a3a2fff28eaaeb602c0e698f41fbbde71150beb122fb
1,case_048,2,owner_first_r5_w2.0_s8,False,success,False,0.523392759001581,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p2_n5/attack/evaluations/attempts/20260925T224946-b8c5c4b73d464efb9bbf477561189488/record.json,130508,976fac446748d206da9f5d60195aaf199b3d22d3ba10d5a9f3b77bc64f825a86
1,case_048,2,owner_first_r6_w4.0_s16,False,success,False,0.5756120070000179,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p2_n5/attack/evaluations/attempts/20260925T224947-689ac044b7f047e8a3a8b8a8fa8729b0/record.json,180045,f632e65c5a7fadcb7fc714a4d992d28c06247e21cbd0bd470fc7775d360a0dcd
1,case_048,2,owner_first_r7_w0.02_s2,False,success,False,0.574783688003663,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p2_n5/attack/evaluations/attempts/20260925T224947-6d75cfe952894303bc714e2dac827497/record.json,218476,0c312cde4c6996ffab470685770a95dcbb46e015836c69fd0120dc0e1cca7223
1,case_048,3,charged_incumbent_replay,True,success,False,0.6228269099956378,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p3_n5/attack/evaluations/attempts/20260925T224948-3d129990a6db4f928d06c8d315797840/record.json,98781,172a7262506895a6ca871e9e1ba1c8ecad7b4a50a0fb2c1b754b3e96e55f87d0
1,case_048,3,owner_first_r0_w0.03_s2,False,success,False,0.5721301379962824,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p3_n5/attack/evaluations/attempts/20260925T224949-cf9069a399854dfc8be85a5bdf59fa20/record.json,179965,da6e6c62ce9b91da68f860d6428a71aedf90c5305e123e2cccd1efef6a449c53
1,case_048,3,owner_first_r1_w0.1_s4,False,success,False,0.6728258960065432,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p3_n5/attack/evaluations/attempts/20260925T224949-c7a884de35c349518c0b491f80653def/record.json,222157,910a9d5c0769061deb5e717fe76c85d42b7afbbab8ae52f5eddbd5eba6582db6
1,case_048,3,owner_first_r2_w0.2_s8,False,success,False,0.6733640849997755,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p3_n5/attack/evaluations/attempts/20260925T224950-3c00da8746924c40907aefae44105bd7/record.json,187035,8e4c93cf84f423505889df92d1ac010fe01c40889b657f365121ed3d16967870
1,case_048,3,owner_first_r3_w0.5_s16,False,success,False,0.6746374979848042,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p3_n5/attack/evaluations/attempts/20260925T224951-de7da0de6c6b49479a2c4da141ff492e/record.json,190499,f868bb6d11265f483d8bd9be1517e9281f755a47bac20d7b02689e269474e6d3
1,case_048,3,owner_first_r4_w1.0_s4,False,success,False,0.5723854310053866,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p3_n5/attack/evaluations/attempts/20260925T224951-2c545ffa718a4c7a86781a94246d137b/record.json,188516,440398e5a41b9f98e1125f0dce45c87ca4c7f3d391c9a69c8bcff880c5c1a80b
1,case_048,3,owner_first_r5_w2.0_s8,False,success,False,0.5218305820017122,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p3_n5/attack/evaluations/attempts/20260925T224952-e61ea371262b48d78267eb2295fbaf53/record.json,130265,976fac446748d206da9f5d60195aaf199b3d22d3ba10d5a9f3b77bc64f825a86
1,case_048,3,owner_first_r6_w4.0_s16,False,success,False,0.5727605390129611,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p3_n5/attack/evaluations/attempts/20260925T224953-14de9ecb44bf40aba6dc30f3bb3d5e47/record.json,179647,f632e65c5a7fadcb7fc714a4d992d28c06247e21cbd0bd470fc7775d360a0dcd
1,case_048,3,owner_first_r7_w0.02_s2,False,success,False,0.6221909979940392,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p3_n5/attack/evaluations/attempts/20260925T224953-ea5927d94108465e9f26632ca44fa3a9/record.json,218097,963416df9eb4800bf694b6cf83ac42610635ada82320d648bfa1dc45c429627b
1,case_051,1,charged_incumbent_replay,True,success,False,0.6745292840059847,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p1_n5/attack/evaluations/attempts/20260925T224949-f1796aedfbae42e58ab6b958cc4b4135/record.json,290405,0bc4a2928ac9849480ad1b4782345049817f9b0e4a1ee40e155a2fc02f0f5097
1,case_051,1,owner_first_r0_w0.03_s2,False,success,False,0.7755465900117997,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p1_n5/attack/evaluations/attempts/20260925T224949-45deae1d3a22422db53c9937a1fe7dfc/record.json,581948,0e1755e8e2b62e55489b65170800ee844f319f6a46b0c80fc41cc186b1e0f0ca
1,case_051,1,owner_first_r1_w0.1_s4,False,success,False,1.4240525770001113,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p1_n5/attack/evaluations/attempts/20260925T224950-07b1ae05eacc441a90ec901ba55aaf5e/record.json,962174,fd2821bc023a99e6708db06f0b0eaea6e21025fe36da8613736a3d3e8c8c1ae8
1,case_051,1,owner_first_r2_w0.2_s8,False,success,False,0.7721472769917455,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p1_n5/attack/evaluations/attempts/20260925T224952-46f50f8bc0fe4c62bb09828104d9b5be/record.json,593897,526b6e0e80a3550a51cadc669c11c1fdac9e156e557f21125d516eaef3769f1d
1,case_051,1,owner_first_r3_w0.5_s16,False,success,False,1.3758984669984784,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p1_n5/attack/evaluations/attempts/20260925T224953-752990982b514237b0f53e3ee6dfd664/record.json,971067,1813100f2dea9f286d7f8f87da0ca19b00c933bbdaaa34e65bd58c2b2d087022
1,case_051,1,owner_first_r4_w1.0_s4,False,success,False,0.6720248860074207,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p1_n5/attack/evaluations/attempts/20260925T224954-9f8e30b9faba426e9a026325f0a145bd/record.json,476257,98fd67755b817faf3507272d24b4d57858f2c02c8382aabfcbb346612029444a
1,case_051,1,owner_first_r5_w2.0_s8,False,success,False,0.7244070379820187,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p1_n5/attack/evaluations/attempts/20260925T224955-ccf4aa493df545988e08ae1593f21568/record.json,616960,74a75174a7169d5aa9802ce15dab08cff6e1a4fe4a8ad25155411b11b4b129cd
1,case_051,1,owner_first_r7_w0.02_s2,False,success,False,1.4751788940047845,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p1_n5/attack/evaluations/attempts/20260925T224955-ce04d3c59e0f4f41bab84f314bf68be1/record.json,968306,9290765441698df29454d5fe398d05f1113f09ac8a21808ef48e8118db19d99c
1,case_051,2,charged_incumbent_replay,True,success,False,0.42118752902024426,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p2_n5/attack/evaluations/attempts/20260925T224954-51a599b1b31d43b7bd5fbe613068b7da/record.json,162296,66be6762f6a74731bf33b9d4a4ef2cb0394a49a1f31c0455971678bfd7ef1ae3
1,case_051,2,owner_first_r0_w0.03_s2,False,success,False,0.4715681470115669,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p2_n5/attack/evaluations/attempts/20260925T224954-2f8270ec21224a16ae74a86f9d9dd398/record.json,369687,27438a6b40ba6a7c6627cf0a694cdd92064f1ccc55f09d5eb8863e61067aa332
1,case_051,2,owner_first_r1_w0.1_s4,False,success,False,0.6240269830159377,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p2_n5/attack/evaluations/attempts/20260925T224955-462e95a2cc4248208b90b120b1be4e4b/record.json,786508,2ffce125f0ca004dfbf059f27407a294fcfb337b2fc94f34d822a968d23e522a
1,case_051,2,owner_first_r2_w0.2_s8,False,success,False,0.4215261680074036,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p2_n5/attack/evaluations/attempts/20260925T224956-ed12b6225eba4406b6cde22559ae86da/record.json,352611,264b4d3aa4fe645fd0e13878d43a11e653b0cbae1ebd18c39cf5a7f72814b119
1,case_051,2,owner_first_r3_w0.5_s16,False,success,False,0.572791132988641,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p2_n5/attack/evaluations/attempts/20260925T224956-4afecc9975304339a467884886c08476/record.json,799986,fda7004d38f492edae7848b62af2328f1eef4d0286bba885f6db3be0609340f5
1,case_051,2,owner_first_r4_w1.0_s4,False,success,False,0.4274539900070522,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p2_n5/attack/evaluations/attempts/20260925T224957-d5b4855e8dab48b7ad40ef9e349f8619/record.json,340830,116d01410df92b3a8604ef8244c00ebc8841b3e503458c754f44fe14fc0a02bd
1,case_051,2,owner_first_r5_w2.0_s8,False,success,False,0.42651086798286997,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p2_n5/attack/evaluations/attempts/20260925T224957-b50f7cbfa9104d89bc9a4ccd7b23d02b/record.json,400089,79544bab7d669bc76407081b3b92526405b83d5beb63cb120aee19d6759372ac
1,case_051,2,owner_first_r6_w4.0_s16,False,success,False,0.4213663330010604,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p2_n5/attack/evaluations/attempts/20260925T224958-7654d8634a6541d0a61f3cfdfda80c32/record.json,343438,45d2eb5d92a5b2df88575e16ab401631ef8daaa748176ea91a12ec2c4ce33461
1,case_051,2,owner_first_r7_w0.02_s2,False,success,False,0.6722096129960846,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p2_n5/attack/evaluations/attempts/20260925T224958-ecada2043a1647e0a0990bcd7c8b7ee3/record.json,798609,a41caa80859790f81c28c0142e99303b91b5e96b1b4ab1509e386c433a0770b9
1,case_051,3,charged_incumbent_replay,True,success,False,0.47219346201745793,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p3_n5/attack/evaluations/attempts/20260925T224957-d3633c1e66a34822a27085ab58f610fd/record.json,159635,66be6762f6a74731bf33b9d4a4ef2cb0394a49a1f31c0455971678bfd7ef1ae3
1,case_051,3,owner_first_r0_w0.03_s2,False,success,False,0.4721121909969952,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p3_n5/attack/evaluations/attempts/20260925T224958-3f950648b1ed4429ac3fb0a10646ac94/record.json,367992,27438a6b40ba6a7c6627cf0a694cdd92064f1ccc55f09d5eb8863e61067aa332
1,case_051,3,owner_first_r1_w0.1_s4,False,success,False,0.7229169909842312,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p3_n5/attack/evaluations/attempts/20260925T224958-3c33d0f8d8c44e378bdbd791aedcd867/record.json,784162,2ffce125f0ca004dfbf059f27407a294fcfb337b2fc94f34d822a968d23e522a
1,case_051,3,owner_first_r2_w0.2_s8,False,success,False,0.4774119089997839,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p3_n5/attack/evaluations/attempts/20260925T224959-852890645ca645cd856dfe9f60ea6370/record.json,351342,264b4d3aa4fe645fd0e13878d43a11e653b0cbae1ebd18c39cf5a7f72814b119
1,case_051,3,owner_first_r3_w0.5_s16,False,success,False,0.7236858239921276,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p3_n5/attack/evaluations/attempts/20260925T224959-4dcaae9169d04a3baaf2064634689538/record.json,795275,fda7004d38f492edae7848b62af2328f1eef4d0286bba885f6db3be0609340f5
1,case_051,3,owner_first_r4_w1.0_s4,False,success,False,0.5258595969935413,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p3_n5/attack/evaluations/attempts/20260925T225000-f7f5b19ab12b47e7827dc4881c2c4cde/record.json,339848,116d01410df92b3a8604ef8244c00ebc8841b3e503458c754f44fe14fc0a02bd
1,case_051,3,owner_first_r5_w2.0_s8,False,success,False,0.4718668650020845,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p3_n5/attack/evaluations/attempts/20260925T225001-3076bdc1f8324208a196e9a3a9f26e7d/record.json,415097,aaff08ea7c6be6e63dc035f0bae2a4ce345400e8bfb43919f7d25ec3fca9fe3e
1,case_051,3,owner_first_r6_w4.0_s16,False,success,False,0.47441288200207055,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p3_n5/attack/evaluations/attempts/20260925T225001-1a30d9231a854ddeaf726e2fce434c7a/record.json,341652,45d2eb5d92a5b2df88575e16ab401631ef8daaa748176ea91a12ec2c4ce33461
1,case_051,3,owner_first_r7_w0.02_s2,False,success,False,0.7738186320057139,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p3_n5/attack/evaluations/attempts/20260925T225002-551a6a2940154e9a9d386da245e5446a/record.json,794224,a41caa80859790f81c28c0142e99303b91b5e96b1b4ab1509e386c433a0770b9
1,case_064,1,charged_incumbent_replay,True,success,False,0.3242539420025423,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p1_n5/attack/evaluations/attempts/20260925T224959-594837a581664990913e01b0f90ffb86/record.json,16370,cd1a6bd35f3ac4bf7ef09ce3fa4d4716fd655192f987cbc6ea8c0a6bfa3d003c
1,case_064,1,owner_first_r0_w0.03_s2,False,success,False,0.3761886240099557,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p1_n5/attack/evaluations/attempts/20260925T224959-35726757e2e14bae808b60b0a6118a39/record.json,45342,039ad3744e45237e023fccb913f4b0f687183a81ef56ee339c9cdb06e4f86508
1,case_064,1,owner_first_r1_w0.1_s4,False,success,False,0.4722101330116857,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p1_n5/attack/evaluations/attempts/20260925T225000-913f582bab40489bb922615d9bdd0820/record.json,52088,16114f2a662a11bcb989af0e57a7e33f5f66a074cf80fc727c945c75a41c69e4
1,case_064,1,owner_first_r2_w0.2_s8,False,success,False,0.4227360859804321,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p1_n5/attack/evaluations/attempts/20260925T225000-450a689900814d16be4dbbc25595b22a/record.json,41085,dc2516344fbb7a9e6fd12e47a5466390462a55dc8d545021587f0dee6d90793c
1,case_064,1,owner_first_r3_w0.5_s16,False,success,False,0.42325761599931866,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p1_n5/attack/evaluations/attempts/20260925T225001-fe839c6c49834f17a917faa6aadea928/record.json,45945,181f93d7c849a62684c9e3caf342bb07e159e272d7ec7ee6e71626f81ef71040
1,case_064,1,owner_first_r4_w1.0_s4,False,success,False,0.3213691439887043,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p1_n5/attack/evaluations/attempts/20260925T225001-c8e0a20eba6d46c79256012d5d8dc2ce/record.json,19612,55eafd85e29afa41442e9c0626d4cbd4fa47894994aab5cbdb90c30085e70983
1,case_064,1,owner_first_r5_w2.0_s8,False,success,False,0.37324742999044247,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p1_n5/attack/evaluations/attempts/20260925T225001-646173b88dd146c990b4eb04547dc432/record.json,30370,f7bf85b3cde952f29ae5f945ba5f843154ddecbcfd3e3fb1594233dec6a24fce
1,case_064,1,owner_first_r6_w4.0_s16,False,success,False,0.32243826999911107,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p1_n5/attack/evaluations/attempts/20260925T225002-0b03e01ce38d48f79ba6c72ed85e3646/record.json,19561,fc18f7a3e936837dd7ec77ae56b0e799b75453e2862eb9f5c65daa1d3421be90
1,case_064,1,owner_first_r7_w0.02_s2,False,success,False,0.7224866739998106,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p1_n5/attack/evaluations/attempts/20260925T225002-3caa8e9060494252a5235f51d499fcc4/record.json,89833,eaf36761f14593b19279135ba3db2c340e7aab771db44956de1d537c9fdcd64e
1,case_064,2,charged_incumbent_replay,True,success,False,0.32241749099921435,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p2_n5/attack/evaluations/attempts/20260925T225003-6eaf96b23ae64d339631ca5bc4b6d0ab/record.json,8558,a0e5d8abd33f58520c233c1d6e02d0523dd227eaffa17ce777bd0c28f9307169
1,case_064,2,owner_first_r0_w0.03_s2,False,success,False,0.3208573429728858,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p2_n5/attack/evaluations/attempts/20260925T225003-cb3539aa171142f0b15c97e6a90e7ac0/record.json,19406,b3f7004fb7c65c516ca60f07b953747d8526d487a0e1a3d472aa573fa2db8a9b
1,case_064,2,owner_first_r1_w0.1_s4,False,success,False,0.32163532299455255,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p2_n5/attack/evaluations/attempts/20260925T225003-4a1e0846f0004a4aa2c69539f04c4b05/record.json,29702,3cd0c63539521f9c936d694d0ecfd37cb9b22e097799e1b6220b7a7ab29206c2
1,case_064,2,owner_first_r2_w0.2_s8,False,success,False,0.3244667460094206,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p2_n5/attack/evaluations/attempts/20260925T225004-8629ec6c2fa046cebbcf6266f3afc5a8/record.json,16597,14eec6731061c7723aca4548b0814af528d95a9fd31dd3b5fa086fc1c5dff6b8
1,case_064,2,owner_first_r3_w0.5_s16,False,success,False,0.2910582020122092,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_064/p2_n5/attack/evaluations/attempts/20260925T225004-4944e2c35d004339b5ab562f6381dafb/record.json,24334,4620bec72d89834f46ef88f3caca919695b966c39842ce8f7dc5ca7e3b706e32
