case,problem,cores,before,after,reduction_pct,added_copy_bytes,plan,official_record,official_result
case_030,2,5,560451,560451,0.0,7257600,方案/p2/n5/case_030_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170610-e195aee67af14d28be3a628a5c54ffda/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170610-e195aee67af14d28be3a628a5c54ffda/official_result.json.gz
case_030,3,2,1400653,1400653,0.0,6432960,方案/p3/n2/case_030_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T140748-9b6f07302e814f97bdc0a4061204cabb/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T140748-9b6f07302e814f97bdc0a4061204cabb/official_result.json.gz
case_030,3,3,933201,933201,0.0,9242624,方案/p3/n3/case_030_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141039-b9b5c924008044db9d3d9f413ddbf18c/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141039-b9b5c924008044db9d3d9f413ddbf18c/official_result.json.gz
case_030,3,4,699914,699914,0.0,10404864,方案/p3/n4/case_030_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141238-6baa23949ea44eaf859a6198c30bb045/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141238-6baa23949ea44eaf859a6198c30bb045/official_result.json.gz
case_030,3,5,560819,560819,0.0,11479040,方案/p3/n5/case_030_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141447-e7f00cb60e3d42a98a8a44897d049bad/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141447-e7f00cb60e3d42a98a8a44897d049bad/official_result.json.gz
case_031,1,2,727493,727493,0.0,5617152,方案/p1/n2/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T140810-f407b3a9a107491b9e71e34f43775fe0/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T140810-f407b3a9a107491b9e71e34f43775fe0/official_result.json.gz
case_031,1,3,484062,484062,0.0,6300672,方案/p1/n3/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141006-31c528ee02894c239524b21d721e7233/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141006-31c528ee02894c239524b21d721e7233/official_result.json.gz
case_031,1,4,394470,394470,0.0,7408128,方案/p1/n4/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141150-35d39fc26282447bbabcc65b431a5649/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141150-35d39fc26282447bbabcc65b431a5649/official_result.json.gz
case_031,1,5,306213,306213,0.0,8059392,方案/p1/n5/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T094618-5d03aa6fd63f466d9f86ca70cfa00d81/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T094618-5d03aa6fd63f466d9f86ca70cfa00d81/official_result.json.gz
case_031,2,2,717771,717771,0.0,4680192,方案/p2/n2/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170448-ba8913ac52d44142a9b7e5330f89f8f0/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170448-ba8913ac52d44142a9b7e5330f89f8f0/official_result.json.gz
case_031,2,3,485202,485202,0.0,7348224,方案/p2/n3/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T131406-dc9fa340db2a4bb29be203fcaf1e755a/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T131406-dc9fa340db2a4bb29be203fcaf1e755a/official_result.json.gz
case_031,2,4,378248,378248,0.0,5047296,方案/p2/n4/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170542-fa2da00b690f4990a45cb354aea69110/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170542-fa2da00b690f4990a45cb354aea69110/official_result.json.gz
case_031,2,5,304955,304955,0.0,8075520,方案/p2/n5/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T131631-8c68b242a9d8475b8f7e1f174e144de2/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T131631-8c68b242a9d8475b8f7e1f174e144de2/official_result.json.gz
case_031,3,2,727756,727756,0.0,4775424,方案/p3/n2/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141610-a36b6426222b44a4809a3228e97dcba7/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141610-a36b6426222b44a4809a3228e97dcba7/official_result.json.gz
case_031,3,3,484869,484869,0.0,7348224,方案/p3/n3/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141725-0ff9a510e67e4e46a77d289173bda3eb/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141725-0ff9a510e67e4e46a77d289173bda3eb/official_result.json.gz
case_031,3,4,394555,394555,0.0,5660160,方案/p3/n4/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141838-659e3d0b7c2a40c7b46398b57bf3b9ac/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141838-659e3d0b7c2a40c7b46398b57bf3b9ac/official_result.json.gz
case_031,3,5,305055,304955,0.03278097392273027,8075520,方案/p3/n5/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220659-0e171c8198e940718a675ad99994b094/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220659-0e171c8198e940718a675ad99994b094/official_result.json.gz
case_032,1,2,20754,20754,0.0,18504,方案/p1/n2/case_032_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141410-260cc2a0a7514c6c92288c80fddcd572/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141410-260cc2a0a7514c6c92288c80fddcd572/official_result.json.gz
case_032,1,3,13738,13738,0.0,18432,方案/p1/n3/case_032_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141416-02e665c05fc14dadacc08693ab71bdda/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141416-02e665c05fc14dadacc08693ab71bdda/official_result.json.gz
case_032,1,4,11010,11010,0.0,6216,方案/p1/n4/case_032_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141422-b15cee47216e40d59e030f899f118eba/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141422-b15cee47216e40d59e030f899f118eba/official_result.json.gz
case_032,1,5,10415,10415,0.0,12360,方案/p1/n5/case_032_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T094640-9c6c6bfaee6b4523b6dd14edd23e7970/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T094640-9c6c6bfaee6b4523b6dd14edd23e7970/official_result.json.gz
case_032,2,2,17325,17325,0.0,6144,方案/p2/n2/case_032_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170655-f4a486588e6e4392ae53d5fb129078f8/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170655-f4a486588e6e4392ae53d5fb129078f8/official_result.json.gz
case_032,2,3,11865,11865,0.0,6216,方案/p2/n3/case_032_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170705-cd8bcf20193443ddbc4dd569ba226182/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170705-cd8bcf20193443ddbc4dd569ba226182/official_result.json.gz
case_032,2,4,10061,10061,0.0,6144,方案/p2/n4/case_032_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T131702-48e0ddbd39774803ab7099289732c80b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T131702-48e0ddbd39774803ab7099289732c80b/official_result.json.gz
case_032,2,5,10285,10061,2.1779290228488124,6144,方案/p2/n5/case_032_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215825-0d821b57d3c848eab56f36c8c38f93da/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215825-0d821b57d3c848eab56f36c8c38f93da/official_result.json.gz
case_032,3,2,17616,17616,0.0,6216,方案/p3/n2/case_032_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141959-f1f3df4b368a4860b003db4496b7e87b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141959-f1f3df4b368a4860b003db4496b7e87b/official_result.json.gz
case_032,3,3,11874,11874,0.0,6144,方案/p3/n3/case_032_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142005-6f0b60e85cea422aa65cbc451606acd9/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142005-6f0b60e85cea422aa65cbc451606acd9/official_result.json.gz
case_032,3,4,9917,9917,0.0,10240,方案/p3/n4/case_032_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142023-18a732d17078459488fa535b1f604f8b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142023-18a732d17078459488fa535b1f604f8b/official_result.json.gz
case_032,3,5,10314,9917,3.8491370952103976,10240,方案/p3/n5/case_032_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215824-3f227fba75044eee93956c321ddfb7dd/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215824-3f227fba75044eee93956c321ddfb7dd/official_result.json.gz
case_033,1,2,896305,896305,0.0,6261792,方案/p1/n2/case_033_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141432-22edc97e64104d4585b525c18ab1e371/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141432-22edc97e64104d4585b525c18ab1e371/official_result.json.gz
case_033,1,3,606115,606115,0.0,6759456,方案/p1/n3/case_033_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141529-161457d5733f41e9862a81f65bf5b019/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141529-161457d5733f41e9862a81f65bf5b019/official_result.json.gz
case_033,1,4,458833,458833,0.0,6648384,方案/p1/n4/case_033_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141621-eef08c87274b453a8a555980d3a8fab6/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141621-eef08c87274b453a8a555980d3a8fab6/official_result.json.gz
case_033,1,5,368019,368019,0.0,6668352,方案/p1/n5/case_033_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141659-1fd0ca0a8bd441919fd55e3df394a615/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141659-1fd0ca0a8bd441919fd55e3df394a615/official_result.json.gz
case_033,2,2,883929,883929,0.0,5776416,方案/p2/n2/case_033_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170721-840f23802f4c466caf7c50116b70af5c/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170721-840f23802f4c466caf7c50116b70af5c/official_result.json.gz
case_033,2,3,593570,593570,0.0,6289440,方案/p2/n3/case_033_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170748-b98bdb294a264d6495af71c4701394d3/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170748-b98bdb294a264d6495af71c4701394d3/official_result.json.gz
case_033,2,4,449670,449670,0.0,5571168,方案/p2/n4/case_033_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170753-266abb532f33409fa087e7f6f106067b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170753-266abb532f33409fa087e7f6f106067b/official_result.json.gz
case_033,2,5,371720,368931,0.7502959216614702,4929600,方案/p2/n5/case_033_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220700-d225ed4e34c64f5cac692c051c1039e6/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220700-d225ed4e34c64f5cac692c051c1039e6/official_result.json.gz
case_033,3,2,896894,896894,0.0,5877792,方案/p3/n2/case_033_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142113-f59706d3a48e4bc7888c5d782afee8da/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142113-f59706d3a48e4bc7888c5d782afee8da/official_result.json.gz
case_033,3,3,601395,601395,0.0,6999108,方案/p3/n3/case_033_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142156-01fcc077a0074f5cbeb4d0417eba866a/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142156-01fcc077a0074f5cbeb4d0417eba866a/official_result.json.gz
case_033,3,4,456091,456091,0.0,5101632,方案/p3/n4/case_033_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142231-ea7f81beed844de29faf8c406b05d6d5/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142231-ea7f81beed844de29faf8c406b05d6d5/official_result.json.gz
case_033,3,5,368435,368435,0.0,4929600,方案/p3/n5/case_033_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142314-6b2f490ea6db4add9bea8ef7731e1465/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142314-6b2f490ea6db4add9bea8ef7731e1465/official_result.json.gz
case_034,1,2,415539,415539,0.0,1182720,方案/p1/n2/case_034_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141735-246bbb0994db46ff9425f1d59f531113/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141735-246bbb0994db46ff9425f1d59f531113/official_result.json.gz
case_034,1,3,278077,278077,0.0,2015744,方案/p1/n3/case_034_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141823-6e214164e812427eb073dc2eb284736a/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141823-6e214164e812427eb073dc2eb284736a/official_result.json.gz
case_034,1,4,211980,211980,0.0,3116544,方案/p1/n4/case_034_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141857-070c4a0492cd4c7cb4c13c196451150d/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141857-070c4a0492cd4c7cb4c13c196451150d/official_result.json.gz
case_034,1,5,169362,169362,0.0,2903040,方案/p1/n5/case_034_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141943-fb359c2102794a17b467bd871b48bc0f/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141943-fb359c2102794a17b467bd871b48bc0f/official_result.json.gz
case_034,2,2,384440,384440,0.0,1078784,方案/p2/n2/case_034_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170721-20004400f59944d3ab0ad242b6bf4857/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170721-20004400f59944d3ab0ad242b6bf4857/official_result.json.gz
case_034,2,3,262007,262007,0.0,1889280,方案/p2/n3/case_034_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170751-9b0e6608e8034c00a18807e36e6782ff/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170751-9b0e6608e8034c00a18807e36e6782ff/official_result.json.gz
case_034,2,4,195362,195362,0.0,2357760,方案/p2/n4/case_034_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170803-2bdd93a43a4d46fea6f606f9380e07cc/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170803-2bdd93a43a4d46fea6f606f9380e07cc/official_result.json.gz
case_034,2,5,163827,163827,0.0,2803712,方案/p2/n5/case_034_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170834-658922c04bfc4040b00759a014cf80ef/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T170834-658922c04bfc4040b00759a014cf80ef/official_result.json.gz
case_034,3,2,389601,389601,0.0,1177088,方案/p3/n2/case_034_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142350-01ebaa1b9f9044f2a91e4418301e2146/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142350-01ebaa1b9f9044f2a91e4418301e2146/official_result.json.gz
case_034,3,3,264333,264333,0.0,1889280,方案/p3/n3/case_034_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142431-5b983dfc37ee4bc889ef68183a3432f1/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142431-5b983dfc37ee4bc889ef68183a3432f1/official_result.json.gz
case_034,3,4,206482,206482,0.0,3059200,方案/p3/n4/case_034_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142512-0132fb5172b34b53b3d91985fbdd7f15/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142512-0132fb5172b34b53b3d91985fbdd7f15/official_result.json.gz
case_034,3,5,163557,163557,0.0,2840580,方案/p3/n5/case_034_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142554-1627e1d377a74599bdb5ced98b046657/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142554-1627e1d377a74599bdb5ced98b046657/official_result.json.gz
case_035,1,2,95406,95406,0.0,0,方案/p1/n2/case_035_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T094756-32c3961ab81d4c0ca6605da23c40d028/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T094756-32c3961ab81d4c0ca6605da23c40d028/official_result.json.gz
case_035,1,3,95424,95424,0.0,0,方案/p1/n3/case_035_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141807-1512175d7e1e4cd69cd4976007b58bc5/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141807-1512175d7e1e4cd69cd4976007b58bc5/official_result.json.gz
case_035,1,4,95442,95442,0.0,0,方案/p1/n4/case_035_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141841-dcad10548a1f42b48077e1887663a551/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T141841-dcad10548a1f42b48077e1887663a551/official_result.json.gz
case_035,1,5,95406,90079,5.583506278431127,1379966,方案/p1/n5/case_035_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220910-93872bce3c5a49cd8c276011af896058/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220910-93872bce3c5a49cd8c276011af896058/official_result.json.gz
case_035,2,2,92625,92625,0.0,0,方案/p2/n2/case_035_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T132033-46b09513281e437f9339d28811b02e2a/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T132033-46b09513281e437f9339d28811b02e2a/official_result.json.gz
case_035,2,3,89161,89161,0.0,0,方案/p2/n3/case_035_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T132103-511e5bf00b6f4a7b9dca2a6f9d727d48/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T132103-511e5bf00b6f4a7b9dca2a6f9d727d48/official_result.json.gz
case_035,2,4,57955,57955,0.0,1119718,方案/p2/n4/case_035_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T132139-46d4d50135c3421d849565ee3b12bebc/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T132139-46d4d50135c3421d849565ee3b12bebc/official_result.json.gz
case_035,2,5,52277,51821,0.8722765269621457,1130532,方案/p2/n5/case_035_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220701-0a882092d4314929b7e2dd8eec2d1b15/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220701-0a882092d4314929b7e2dd8eec2d1b15/official_result.json.gz
case_035,3,2,92625,92625,0.0,0,方案/p3/n2/case_035_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142533-56700b00446a462f8c1c7d2475238712/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142533-56700b00446a462f8c1c7d2475238712/official_result.json.gz
case_035,3,3,89161,89161,0.0,0,方案/p3/n3/case_035_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142602-c0a1cc5b4d2d46489cf4b84fd06ea1c7/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142602-c0a1cc5b4d2d46489cf4b84fd06ea1c7/official_result.json.gz
case_035,3,4,56560,56560,0.0,1119718,方案/p3/n4/case_035_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142639-20e4d06f516c4d6a9770a3a12756e3ac/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142639-20e4d06f516c4d6a9770a3a12756e3ac/official_result.json.gz
case_035,3,5,51103,51103,0.0,1130532,方案/p3/n5/case_035_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142720-06f07ac422f7497092fed34573162a61/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T142720-06f07ac422f7497092fed34573162a61/official_result.json.gz
case_036,1,2,466068,466068,0.0,1152,方案/p1/n2/case_036_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T094823-973afda9765f4d939b8dfbe198d343dd/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T094823-973afda9765f4d939b8dfbe198d343dd/official_result.json.gz
