case,problem,cores,makespan,baseline,speedup,lower_bound,lb_ratio,upper_possible_reduction_pct,active_cores,compute_ops,largest_component_work_M_fraction,original_copy_bytes,added_copy_bytes,spill_bytes,stage,name,logical_calls,new_calls,cache_hits,elapsed,summary_path
case_046,1,4,124612,276455,2.218526305652746,52312.0,2.382092063006576,58.020094372933585,4,992,0.125,1061472,4513952,1722752,component,wcc_start0_simple_a4_per_core_lpt_mv,12,12,0,4.841334708034992,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_046/p1_n4/attempt_0001/summary.json
case_046,1,5,124612,276455,2.218526305652746,41849.6,2.97761507875822,66.41607549834687,4,992,0.125,1061472,4513952,1722752,component,wcc_start0_simple_a4_per_core_lpt_mv,12,9,3,4.09344137494918,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_046/p1_n5/attempt_0001/summary.json
case_047,1,2,325238,326508,1.0039048327686186,129685.0,2.507907622315611,60.12612302375491,1,13710,1.0,463942,265938,0,operation,critical_path_b4_p1_eft,9,8,1,155.54801225010306,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_047/p1_n2/attempt_0001/summary.json
case_047,1,3,325720,326508,1.0024192558025298,86456.66666666667,3.767436480703242,73.45675222072128,1,13710,1.0,463942,96076,0,operation,stable_id_b3_p1_eft,9,9,0,180.3061213750625,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_047/p1_n3/attempt_0001/summary.json
case_047,1,4,325238,326508,1.0039048327686186,64842.5,5.015815244631222,80.06306151187745,1,13710,1.0,463942,265938,0,operation,critical_path_b4_p1_eft,9,9,0,139.753974167048,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_047/p1_n4/attempt_0001/summary.json
case_047,1,5,321049,326508,1.0170036349591496,51874.0,6.189015691868759,83.84234182321079,1,13710,1.0,463942,1331486,0,operation,critical_path_b20_p1_eft,9,8,1,64.67833308293484,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_047/p1_n5/attempt_0001/summary.json
case_048,1,2,222220,222220,1.0,75960,2.9254870984728805,65.81765817658176,1,1728,1.0,414790,0,0,component,wcc_start0_simple_a1_per_core_lpt_mv,9,8,1,5.700312583008781,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_048/p1_n2/attempt_0001/summary.json
case_048,1,3,222220,222220,1.0,75960,2.9254870984728805,65.81765817658176,1,1728,1.0,414790,0,0,component,wcc_start0_simple_a1_per_core_lpt_mv,9,9,0,6.16216962505132,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_048/p1_n3/attempt_0001/summary.json
case_048,1,4,222220,222220,1.0,75960,2.9254870984728805,65.81765817658176,1,1728,1.0,414790,0,0,component,wcc_start0_simple_a1_per_core_lpt_mv,9,9,0,5.648979459074326,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_048/p1_n4/attempt_0001/summary.json
case_048,1,5,222220,222220,1.0,75960,2.9254870984728805,65.81765817658176,1,1728,1.0,414790,0,0,component,wcc_start0_simple_a1_per_core_lpt_mv,9,8,1,4.515424582990818,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_048/p1_n5/attempt_0001/summary.json
case_049,1,2,160206,196276,1.2251476224361135,82857.5,1.9335123555501916,48.28065116162941,2,4303,0.8562809017011649,152540,0,0,component,wcc_start0_simple_a2_per_core_lpt_mv,12,9,3,20.73490399995353,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_049/p1_n2/attempt_0001/summary.json
case_049,1,3,160224,196276,1.2250099860195727,55238.333333333336,2.9005943939896808,65.5243076359763,3,4303,0.8562809017011649,152540,0,0,component,wcc_start0_simple_a3_per_core_lpt_mv,12,12,0,34.97430891694967,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_049/p1_n3/attempt_0001/summary.json
case_049,1,4,160242,196276,1.2248723805244568,41428.75,3.8678936728721,74.14613522047902,4,4303,0.8562809017011649,152540,0,0,component,wcc_start0_simple_a4_per_core_lpt_mv,12,12,0,37.736365666030906,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_049/p1_n4/attempt_0001/summary.json
case_049,1,5,160260,196276,1.224734805940347,33143.0,4.835410192197448,79.31923124922002,5,4303,0.8562809017011649,152540,0,0,component,wcc_start0_simple_a5_per_core_lpt_mv,12,8,4,15.858374166069552,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_049/p1_n5/attempt_0001/summary.json
case_050,1,2,108121,149690,1.3844674022622803,66705.5,1.6208708427341074,38.3047696562185,2,4555,0.8734605911330049,319376,3456,0,component,wcc_start0_simple_a2_per_core_lpt_mv,12,9,3,25.016363249975257,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_050/p1_n2/attempt_0001/summary.json
case_050,1,3,108134,149690,1.384300959920099,44470.333333333336,2.4315985938191003,58.87479115418523,3,4555,0.8734605911330049,319376,6912,0,component,wcc_start0_simple_a3_per_core_lpt_mv,12,12,0,36.06084150006063,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_050/p1_n3/attempt_0001/summary.json
case_050,1,4,108147,149690,1.384134557592906,33352.75,3.2425212313827196,69.15980101158607,4,4555,0.8734605911330049,319376,6912,0,component,wcc_task_3_mv_complement_batch2,12,12,0,38.11547299998347,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_050/p1_n4/attempt_0001/summary.json
case_050,1,5,108160,149690,1.3839681952662721,26682.2,4.053638755424965,75.33080621301775,5,4555,0.8734605911330049,319376,6912,0,component,wcc_task_4_mv_complement_batch2,12,10,2,26.85371137491893,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_050/p1_n5/attempt_0001/summary.json
case_051,1,2,607628,607628,1.0,303540.0,2.001805363378797,50.045093379501935,1,1416,0.0,393218,0,0,component,wcc_start0_simple_a1_per_core_lpt_mv,9,8,1,4.296034957980737,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_051/p1_n2/attempt_0001/summary.json
case_051,1,3,607628,607628,1.0,202360.0,3.002708045068195,66.69672891966796,1,1416,0.0,393218,0,0,component,wcc_start0_simple_a1_per_core_lpt_mv,9,9,0,4.803628666093573,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_051/p1_n3/attempt_0001/summary.json
case_051,1,4,607628,607628,1.0,151770.0,4.003610726757594,75.02254668975097,1,1416,0.0,393218,0,0,component,wcc_start0_simple_a1_per_core_lpt_mv,9,9,0,4.090966208023019,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_051/p1_n4/attempt_0001/summary.json
case_051,1,5,607628,607628,1.0,121416.0,5.004513408446992,80.01803735180077,1,1416,0.0,393218,0,0,component,wcc_start0_simple_a1_per_core_lpt_mv,9,8,1,3.531360665918328,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_051/p1_n5/attempt_0001/summary.json
case_052,1,2,86401,180301,2.0867929769331375,70764.0,1.2209739415522016,18.098170160067596,2,1008,0.043327115482448705,810204,135168,0,component,wcc_task_1_mv_complement_batch2,12,9,3,5.267094500013627,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_052/p1_n2/attempt_0001/summary.json
case_052,1,3,63144,180301,2.8553940200177372,47176.0,1.3384771917924367,25.288230077283668,3,1008,0.043327115482448705,810204,181248,0,component,wcc_start0_simple_a3_per_core_lpt_mv,12,12,0,6.365916499984451,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_052/p1_n3/attempt_0001/summary.json
case_052,1,4,47938,180301,3.7611289582377236,35382.0,1.3548697077610083,26.19216487963619,4,1008,0.043327115482448705,810204,259584,0,component,wcc_start0_simple_a4_per_core_lpt_mv,12,12,0,6.6370133749442175,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_052/p1_n4/attempt_0001/summary.json
case_052,1,5,44882,180301,4.017222940154182,28305.6,1.58562263297722,36.93329174279222,5,1008,0.043327115482448705,810204,854016,0,component,wcc_start1_affinity_a5_per_component_w15,12,10,2,5.912460915977135,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_052/p1_n5/attempt_0001/summary.json
case_053,1,2,770331,1472686,1.9117574133716546,606363.0,1.2704122777939948,21.285395498818037,2,11670,0.28816896809336984,2995288,6759168,3814656,component,wcc_task_1_mv_complement_batch2,12,10,2,189.49476929102093,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_053/p1_n2/attempt_0001/summary.json
case_053,1,3,546106,1472686,2.6967035703691224,404242.0,1.3509382993355465,25.977374355894277,3,11670,0.28816896809336984,2995288,5882944,4768320,component,wcc_start0_simple_a3_per_core_lpt_mv,12,12,0,253.81953566602897,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_053/p1_n3/attempt_0001/summary.json
case_053,1,4,492232,1472686,2.991853434965626,303181.5,1.6235555269698183,38.40678785613289,4,11670,0.28816896809336984,2995288,6360992,4291488,component,wcc_start0_simple_a4_per_core_lpt_mv,12,12,0,268.83073754108045,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_053/p1_n4/attempt_0001/summary.json
case_053,1,5,492699,1472686,2.9890176355137723,242545.2,2.0313698230268007,50.772134711050754,5,11670,0.28816896809336984,2995288,6918912,3814656,component,wcc_start0_simple_a5_per_core_lpt_mv,12,10,2,144.95984999998473,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_053/p1_n5/attempt_0001/summary.json
case_054,1,2,517960,815051,1.5735790408525754,287108.0,1.8040597963135823,44.569464823538496,2,15751,0.4833999749223289,1606276,49152,0,component,wcc_start0_simple_a2_per_core_lpt_mv,12,9,3,295.9834582080366,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_054/p1_n2/attempt_0001/summary.json
case_054,1,3,517986,815051,1.573500055986069,191405.33333333334,2.7062255318556083,63.04816475091347,3,15751,0.4833999749223289,1606276,98304,0,component,wcc_start0_simple_a3_per_core_lpt_mv,12,12,0,542.5276136250468,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_054/p1_n3/attempt_0001/summary.json
case_054,1,4,518015,815051,1.5734119668349371,143554.0,3.6085027237137246,72.2876750673243,4,15751,0.4833999749223289,1606276,147456,0,component,wcc_start0_simple_a4_per_core_lpt_mv,12,12,0,253.09516179200727,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_054/p1_n4/attempt_0001/summary.json
case_054,1,5,518133,815051,1.5730536368075378,114843.2,4.511655892556111,77.8351890344757,5,15751,0.4833999749223289,1606276,196608,0,component,wcc_start0_simple_a5_per_core_lpt_mv,12,10,2,164.6811997910263,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_054/p1_n5/attempt_0001/summary.json
case_055,1,2,60867,118835,1.9523715642302069,34524.5,1.7630088777534794,43.27878817750177,2,1236,0.2035083176904654,625810,74240,0,component,wcc_task_1_mv_complement_batch2,12,10,2,4.023970125010237,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_055/p1_n2/attempt_0001/summary.json
case_055,1,3,43004,118835,2.763347595572505,23016.333333333332,1.8684122869266753,46.47862214367656,3,1236,0.2035083176904654,625810,74240,0,component,wcc_task_3_mv_complement_batch2,12,12,0,4.370278917020187,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_055/p1_n3/attempt_0001/summary.json
case_055,1,4,31367,118835,3.788535722255874,17262.25,1.8170864168923517,44.96684413555647,4,1236,0.2035083176904654,625810,115712,0,component,wcc_start0_simple_a4_per_core_lpt_mv,12,12,0,4.102066292078234,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_055/p1_n4/attempt_0001/summary.json
case_055,1,5,26781,118835,4.437287629289422,13809.8,1.9392750076032963,48.43433777678206,5,1236,0.2035083176904654,625810,198656,0,component,wcc_start0_simple_a5_per_core_lpt_mv,12,9,3,3.45277604192961,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_055/p1_n5/attempt_0001/summary.json
case_056,1,2,265710,277285,1.0435625305784502,122976.5,2.160656710834997,53.71777501787663,2,7678,0.9602491298772668,221600,0,0,component,wcc_start0_simple_a2_per_core_lpt_mv,12,9,3,37.860420917044394,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_056/p1_n2/attempt_0001/summary.json
case_056,1,3,265728,277285,1.0434918412813101,81984.33333333333,3.241204620394954,69.14727340237636,3,7678,0.9602491298772668,221600,0,0,component,wcc_start0_simple_a3_per_core_lpt_mv,12,12,0,61.208358709001914,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_056/p1_n3/attempt_0001/summary.json
case_056,1,4,265746,277285,1.0434211615602869,61488.25,4.321898899383216,76.8620223822748,4,7678,0.9602491298772668,221600,0,0,component,wcc_start0_simple_a4_per_core_lpt_mv,12,12,0,64.05711183405947,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_056/p1_n4/attempt_0001/summary.json
case_056,1,5,265764,277285,1.0433504914134344,49190.6,5.402739547799783,81.49087160036724,5,7678,0.9602491298772668,221600,0,0,component,wcc_start0_simple_a5_per_core_lpt_mv,12,9,3,29.628610374988057,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_056/p1_n5/attempt_0001/summary.json
case_057,1,2,33730,59726,1.7707085680403203,23782.5,1.4182697361505308,29.491550548473167,2,865,0.7168254871284312,342460,288,0,component,wcc_start0_simple_a2_per_core_lpt_mv,12,10,2,2.9826842909678817,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_057/p1_n2/attempt_0001/summary.json
case_057,1,3,25250,59726,2.3653861386138613,15855.0,1.5925575528224536,37.20792079207921,3,865,0.7168254871284312,342460,288,0,component,wcc_start0_simple_a3_per_core_lpt_mv,12,12,0,3.6468990839784965,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_057/p1_n3/attempt_0001/summary.json
case_057,1,4,20957,59726,2.8499308107076393,11891.25,1.7623883107326817,43.258815670181804,4,865,0.7168254871284312,342460,288,0,component,wcc_start0_simple_a4_per_core_lpt_mv,12,12,0,3.813769292086363,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_057/p1_n4/attempt_0001/summary.json
case_057,1,5,16538,59726,3.6114403192647235,9513.0,1.7384631556816987,42.477929616640466,5,865,0.7168254871284312,342460,27936,0,component,wcc_start0_simple_a5_per_core_lpt_mv,12,10,2,3.3445181660354137,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_057/p1_n5/attempt_0001/summary.json
case_058,1,2,2260323,4539717,2.0084372897147884,2179485.0,1.0370904135610017,3.576391515725852,2,16575,0.00392156862745098,7667712,30367744,22933504,component,wcc_task_1_mv_complement_batch2,12,10,2,914.7254425829742,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_058/p1_n2/attempt_0001/summary.json
case_058,1,3,1516388,4539717,2.993770064126068,1452990.0,1.0436327848092555,4.180856086964546,3,16575,0.00392156862745098,7667712,31899648,19599360,operation,stable_id_b6_p1_eft,12,12,0,999.3193102499936,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_058/p1_n3/attempt_0001/summary.json
case_058,1,4,1134997,4539717,3.9997612328490737,1089742.5,1.0415277003512298,3.9871911555713346,4,16575,0.00392156862745098,7667712,35819520,13651968,component,wcc_task_3_mv_complement_batch2,12,12,0,1250.6518555840012,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_058/p1_n4/attempt_0001/summary.json
case_058,1,5,943984,4539717,4.8091037559958645,871794.0,1.0828062592768475,7.647375379243715,5,16575,0.00392156862745098,7667712,36671488,10854400,component,wcc_task_5_mv_complement_batch2,12,10,2,766.9992089580046,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_058/p1_n5/attempt_0001/summary.json
case_059,1,2,369318,829473,2.2459587672412393,368896.0,1.0011439538514921,0.11426467163798693,2,2752,0.015625,1343488,360448,0,component,wcc_start0_simple_a2_per_core_lpt_mv,12,9,3,12.644528749980964,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_059/p1_n2/attempt_0001/summary.json
case_059,1,3,254768,829473,3.2557974313885576,245930.66666666666,1.0359342470506594,3.4687768217881887,3,2752,0.015625,1343488,2117632,0,component,wcc_task_2_mv_complement_batch2,12,12,0,17.115993416984566,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_059/p1_n3/attempt_0001/summary.json
case_059,1,4,185216,829473,4.478408992743607,184448.0,1.0041637751561416,0.4146510020732519,4,2752,0.015625,1343488,1081344,0,component,wcc_start0_simple_a4_per_core_lpt_mv,12,12,0,15.650984167004935,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_059/p1_n4/attempt_0001/summary.json
case_059,1,5,150782,829473,5.501140719714555,147558.4,1.021846265614157,2.1379209719993186,5,2752,0.015625,1343488,4325376,0,component,wcc_start0_simple_a5_per_core_lpt_mv,12,10,2,12.919574166997336,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_059/p1_n5/attempt_0001/summary.json
case_060,1,2,457717,888789,1.9417871741709396,360116.0,1.2710265581090539,21.32343784478182,2,5281,0.03298937009185929,2099006,3319936,514048,component,wcc_task_1_mv_complement_batch2,12,10,2,55.50931379199028,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_060/p1_n2/attempt_0001/summary.json
case_060,1,3,321713,888789,2.7626766714431805,240077.33333333334,1.3400390429750413,25.375308634300342,3,5281,0.03298937009185929,2099006,8109056,8192,component,wcc_start1_affinity_a3_per_component_w15,12,12,0,70.10591620800551,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_060/p1_n3/attempt_0001/summary.json
case_060,1,4,231814,888789,3.83406092815792,180058.0,1.2874407135478567,22.32652039997585,4,5281,0.03298937009185929,2099006,3975424,790528,component,wcc_start0_simple_a4_per_core_lpt_mv,12,12,0,67.77000362495892,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_060/p1_n4/attempt_0001/summary.json
case_060,1,5,183430,888789,4.845385160551709,144046.4,1.2734091237267993,21.47064275200349,5,5281,0.03298937009185929,2099006,3628416,187392,component,wcc_start0_simple_a5_per_core_lpt_mv,12,9,3,50.290176833979785,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_060/p1_n5/attempt_0001/summary.json
case_061,1,2,39298,77191,1.9642475444042953,35728.0,1.099921630094044,9.08443177769861,2,1115,0.27866099417823553,544188,34560,0,component,wcc_start0_simple_a2_per_core_lpt_mv,12,10,2,4.513866459019482,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_061/p1_n2/attempt_0001/summary.json
case_061,1,3,28342,77191,2.723555147837132,23818.666666666668,1.1899070756829377,15.959824053818828,3,1115,0.27866099417823553,544188,43008,0,component,wcc_start0_simple_a3_per_core_lpt_mv,12,12,0,5.88059479102958,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_061/p1_n3/attempt_0001/summary.json
case_061,1,4,27170,77191,2.841037909458962,17864.0,1.520935960591133,34.25101214574898,4,1115,0.27866099417823553,544188,62208,0,component,wcc_start0_simple_a4_per_core_lpt_mv,12,12,0,5.854837333085015,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_061/p1_n4/attempt_0001/summary.json
case_061,1,5,22283,77191,3.46412063007674,14291.2,1.5592112628750558,35.86500919983844,5,1115,0.27866099417823553,544188,83712,0,component,wcc_start0_simple_a5_per_core_lpt_mv,12,9,3,4.836037290981039,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_061/p1_n5/attempt_0001/summary.json
case_062,1,2,2784050,2854809,1.025415851008423,1309200.0,2.1265276504735717,52.974982489538625,1,19636,1.0,13401600,43739136,0,operation,critical_path_b4_p1_eft,9,8,1,701.8475635830546,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_062/p1_n2/attempt_0001/summary.json
case_062,1,3,2835886,2854809,1.0066726941774105,872800.0,3.2491819431714024,69.22302236408657,1,19636,1.0,13401600,63241728,0,operation,critical_path_b6_p1_eft,9,9,0,703.7435770420125,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_062/p1_n3/attempt_0001/summary.json
case_062,1,4,2127630,2854809,1.3417788807264421,654600.0,3.250274977085243,69.23337234387559,2,19636,1.0,13401600,5597184,0,operation,stable_id_b4_p1_eft,9,9,0,860.3199292080244,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_062/p1_n4/attempt_0001/summary.json
case_062,1,5,2011066,2854809,1.4195501291354933,523680.0,3.840257409104797,73.96007888353739,4,19636,1.0,13401600,85082112,0,operation,critical_path_b20_p1_eft,9,8,1,637.2121232080972,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_062/p1_n5/attempt_0001/summary.json
case_063,1,2,1044349,1070397,1.0249418537289738,490800.0,2.127850448247759,53.00421602357066,1,7360,1.0,5021184,16395264,0,operation,critical_path_b4_p1_eft,9,8,1,106.77297766692936,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_063/p1_n2/attempt_0001/summary.json
case_063,1,3,1052062,1070397,1.0174276801177118,327200.0,3.2153484107579464,68.89917134161294,1,7360,1.0,5021184,23692800,0,operation,critical_path_b6_p1_eft,9,9,0,110.20961929205805,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_063/p1_n3/attempt_0001/summary.json
case_063,1,4,938717,1070397,1.1402765689765926,245400.0,3.825252648736756,73.85793588483004,3,7360,1.0,5021184,31572480,0,operation,critical_path_b16_p1_eft,9,9,0,100.76251425000373,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_063/p1_n4/attempt_0001/summary.json
case_063,1,5,717710,1070397,1.4914059996377367,196320.0,3.655817033414833,72.64633347730978,3,7360,1.0,5021184,32177664,0,operation,critical_path_b20_p1_eft,9,8,1,74.35349975002464,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_063/p1_n5/attempt_0001/summary.json
case_064,1,2,19116,19116,1.0,7872.0,2.4283536585365852,58.81983678593847,1,906,1.0,37414,0,0,component,wcc_start0_simple_a1_per_core_lpt_mv,9,8,1,2.0896587918978184,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_064/p1_n2/attempt_0001/summary.json
case_064,1,3,19116,19116,1.0,5248.0,3.642530487804878,72.54655785729231,1,906,1.0,37414,0,0,component,wcc_start0_simple_a1_per_core_lpt_mv,9,9,0,2.4350279169157147,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_064/p1_n3/attempt_0001/summary.json
case_064,1,4,19116,19116,1.0,3936.0,4.8567073170731705,79.40991839296923,1,906,1.0,37414,0,0,component,wcc_start0_simple_a1_per_core_lpt_mv,9,9,0,2.4914503340842202,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_064/p1_n4/attempt_0001/summary.json
case_064,1,5,19116,19116,1.0,3528,5.418367346938775,81.54425612052731,1,906,1.0,37414,0,0,component,wcc_start0_simple_a1_per_core_lpt_mv,9,8,1,2.149983749957755,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_064/p1_n5/attempt_0001/summary.json
case_065,1,2,26308,53068,2.017181085601338,14759.0,1.7825055898096076,43.8991941614718,2,704,0.10290162774239207,316202,41616,0,component,wcc_task_1_mv_complement_batch2,12,10,2,2.9923875839449465,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_065/p1_n2/attempt_0001/summary.json
case_065,1,3,18088,53068,2.9338788146837684,9839.333333333334,1.8383359306186056,45.602978033318585,3,704,0.10290162774239207,316202,69408,0,component,wcc_task_2_mv_complement_batch2,12,12,0,3.6331339579774067,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_065/p1_n3/attempt_0001/summary.json
case_065,1,4,13210,53068,4.017259651778955,7379.5,1.7900941798224812,44.137017411052234,4,704,0.10290162774239207,316202,96912,0,component,wcc_task_4_mv_complement_batch2,12,12,0,3.696576791931875,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_065/p1_n4/attempt_0001/summary.json
case_065,1,5,11994,53068,4.424545606136402,5903.6,2.0316417101429636,50.77872269468067,5,704,0.10290162774239207,316202,110736,0,component,wcc_task_5_mv_complement_batch2,12,10,2,3.164077667053789,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_065/p1_n5/attempt_0001/summary.json
case_066,1,2,248146,359070,1.44701103382686,134847.0,1.8402040831460842,45.658201220249374,2,5962,0.7523192952012281,1107034,0,0,component,wcc_start0_simple_a2_per_core_lpt_mv,12,9,3,33.73067308298778,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_066/p1_n2/attempt_0001/summary.json
