batch,case,method,candidate,joint_stage,mechanism,status,makespan,accepted,cache_hit,record
P3原方法回归_v1,case_094,legacy,cache_r01_t000_useful_work_before_follower,,,success,20568,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-118f02c670d14db38d0dac725ae7b83e/record.json
P3原方法回归_v1,case_094,legacy,cache_r01_t000_colocate_readers,,,success,22793,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-8eab65a82b724d0089464cc0411b485a/record.json
P3原方法回归_v1,case_094,legacy,cache_r01_t001_advance_leader,,,success,20726,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-0e6c1089fc3342e38d262d699584b0f2/record.json
P3原方法回归_v1,case_094,legacy,cache_r01_t001_useful_work_before_follower,,,success,20638,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-793f144d25134b3b83479f413ce49f91/record.json
P3原方法回归_v1,case_094,legacy,cache_r01_t001_colocate_readers,,,success,21986,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-73d0e261d90c4ea3b265c040ca0ba1ea/record.json
P3原方法回归_v1,case_094,legacy,cache_r01_t002_advance_leader,,,success,20726,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-7564d9b8a51d4e348dbced9d8e58e2d3/record.json
P3原方法回归_v1,case_010,legacy,cache_reencode_control,,,success,18678,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-1b769f5f356e45bf83012eb4c1f42d47/record.json
P3原方法回归_v1,case_010,legacy,cache_r00_t000_advance_leader,,,success,18678,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-757b6694d131464ba5ca59b29717ea7d/record.json
P3原方法回归_v1,case_010,legacy,cache_r00_t000_useful_work_before_follower,,,success,18917,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-86bcb0198c5941428480298d1f5d5804/record.json
P3原方法回归_v1,case_010,legacy,cache_r00_t000_colocate_readers,,,success,20173,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-fdc974f9a61f44c9a6c7a7603089db7d/record.json
P3原方法回归_v1,case_010,legacy,cache_reencode_control,,,success,18678,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-fd32df3f9617438fa513973d4bd0c5fd/record.json
P3原方法回归_v1,case_010,legacy,cache_r01_t000_advance_leader,,,success,18663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-981ae17057db4a148f1eab1011eb8a04/record.json
P3原方法回归_v1,case_010,legacy,cache_r01_t000_useful_work_before_follower,,,success,19688,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-70e707a4306e4536968c33aec0eda240/record.json
P3原方法回归_v1,case_010,legacy,cache_r01_t000_colocate_readers,,,success,19194,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-a914c4024653424da074d0dbdac61454/record.json
P3原方法回归_v1,case_010,legacy,cache_r01_t001_advance_leader,,,success,18678,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-e17f3be0e2f54fc8b9bd20668a809f82/record.json
P3原方法回归_v1,case_010,legacy,cache_r01_t001_useful_work_before_follower,,,success,18917,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-c6c95f3fac81426599387f1900761525/record.json
P3原方法回归_v1,case_010,legacy,cache_r01_t001_colocate_readers,,,success,19675,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-bad153cbdaa348dbb355aa622059c374/record.json
P3原方法回归_v1,case_010,legacy,cache_r01_t002_advance_leader,,,success,18544,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-bcc5b29b8bd2467f8a5c51d19cd60d70/record.json
P3原方法回归_v1,case_070,legacy,cache_reencode_control,,,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-57121da31fb445629caa47d15a4fd0cb/record.json
P3原方法回归_v1,case_070,legacy,cache_r00_t000_advance_leader,,,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-9ebf8e7d7a5146b4b0423abf05fae9a8/record.json
P3原方法回归_v1,case_070,legacy,cache_r00_t000_useful_work_before_follower,,,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-c136d10f7ff0435f9fb5c563aff1e8ae/record.json
P3原方法回归_v1,case_070,legacy,cache_r00_t000_colocate_readers,,,success,32725,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-ab2deab640964ea99a9e6b09bc6d134e/record.json
P3原方法回归_v1,case_070,legacy,cache_r01_t000_advance_leader,,,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-29e01cd9fb0140f38e5c303d045ce740/record.json
P3原方法回归_v1,case_070,legacy,cache_r01_t000_useful_work_before_follower,,,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-854ae8abd6964d1a899200af0146a5f7/record.json
P3原方法回归_v1,case_070,legacy,cache_r01_t000_colocate_readers,,,success,27346,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-d2fdf7af102c43e7b12d1d47fe50e198/record.json
P3原方法回归_v1,case_070,legacy,cache_r01_t004_advance_leader,,,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-5faf12f935e846ae82b042fe103e2248/record.json
P3原方法回归_v1,case_070,legacy,cache_r01_t001_useful_work_before_follower,,,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-da23afce358f4bfea8bbcec6e70479db/record.json
P3原方法回归_v1,case_070,legacy,cache_r01_t001_colocate_readers,,,success,27403,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-2b02010f8fb740bc962d3433b921af8f/record.json
P3原方法回归_v1,case_070,legacy,cache_r01_t002_useful_work_before_follower,,,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-3d9d4937aa5948f7beea0ad87df5865d/record.json
P3原方法回归_v1,case_070,legacy,cache_r01_t002_colocate_readers,,,success,27543,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-88fa1666b3f1494e92c5be1da3048fff/record.json
P3原方法回归_v1,case_015,legacy,cache_reencode_control,,,success,43242,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-def40df472ad49f69bf539e07f43b5b6/record.json
P3原方法回归_v1,case_015,legacy,cache_r00_t000_useful_work_before_follower,,,success,44039,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-52d485016d64491fa1f0dd50bdf8bf16/record.json
P3原方法回归_v1,case_015,legacy,cache_r00_t000_colocate_readers,,,success,46650,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-a17648c41a274385a07b7276774c4196/record.json
P3原方法回归_v1,case_015,legacy,cache_r00_t002_advance_leader,,,success,43242,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-9ff48b3fb89241bb9010336494d115d0/record.json
P3原方法回归_v1,case_015,legacy,cache_r01_t000_useful_work_before_follower,,,success,43376,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-e9d5194e3fea47bd83c5bae5fdd89d1d/record.json
P3原方法回归_v1,case_015,legacy,cache_r01_t000_colocate_readers,,,success,48911,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-fc8330e54b8e4f9f8f904f31383e0c24/record.json
P3原方法回归_v1,case_015,legacy,cache_r01_t001_useful_work_before_follower,,,success,43657,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-e90a82dc6b434b8c979b2b70374fc9bd/record.json
P3原方法回归_v1,case_015,legacy,cache_r01_t001_colocate_readers,,,success,47236,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-3e77c790a25240e28c98af62575cbb44/record.json
P3原方法回归_v1,case_015,legacy,cache_r01_t002_advance_leader,,,success,44610,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-7401a7b1714e4dcbbadafddd98992116/record.json
P3原方法回归_v1,case_015,legacy,cache_r01_t002_useful_work_before_follower,,,success,43242,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-a02da628eeb54c8b87ba4aadaf301536/record.json
P3原方法回归_v1,case_015,legacy,cache_r01_t002_colocate_readers,,,success,49253,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-c692af6446bb42b6a4ccad4e866c5982/record.json
P3原方法回归_v1,case_015,legacy,cache_r01_t003_advance_leader,,,success,43242,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-500f69be2ebf4ce394ac02c261e9f0c2/record.json
P3原方法回归_v1,case_017,legacy,cache_reencode_control,,,success,32681,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-75ca40d0b4f84230a06b2f69180d016e/record.json
P3原方法回归_v1,case_017,legacy,cache_r00_t000_useful_work_before_follower,,,success,33031,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-b996046bc2ea410780a72cea56a622bc/record.json
P3原方法回归_v1,case_017,legacy,cache_r00_t000_colocate_readers,,,success,34369,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-5ffc2444876a463487397fa9fb1e7752/record.json
P3原方法回归_v1,case_017,legacy,cache_r00_t001_advance_leader,,,success,32681,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-7dce62d5a06849539bfe49c242c17781/record.json
P3原方法回归_v1,case_017,legacy,cache_r01_t000_useful_work_before_follower,,,success,32765,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-6e0ca285808f4866bb6ed2cffa7a48a2/record.json
P3原方法回归_v1,case_017,legacy,cache_r01_t000_colocate_readers,,,success,34764,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-6140be66b0da4f5bbf6ee653c0038615/record.json
P3原方法回归_v1,case_017,legacy,cache_r01_t002_advance_leader,,,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-838d857f10bb477c9177e6e56479606f/record.json
P3原方法回归_v1,case_017,legacy,cache_r01_t001_useful_work_before_follower,,,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-4fce75dad08545f7aeabc03396c47987/record.json
P3原方法回归_v1,case_017,legacy,cache_r01_t001_colocate_readers,,,success,35149,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-5aa77845d1284474b426c87a62f196c5/record.json
P3原方法回归_v1,case_017,legacy,cache_r01_t002_useful_work_before_follower,,,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-cba4b29184704b1eacfec831c5e66f4a/record.json
P3原方法回归_v1,case_017,legacy,cache_r01_t002_colocate_readers,,,success,34997,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-6d5b9672c519435aa98e05a69066ac90/record.json
P3原方法回归_v1,case_017,legacy,cache_r01_t003_useful_work_before_follower,,,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-78b498ffa362432c9a030b36d169cf4a/record.json
P3原方法回归_v1,case_004,legacy,cache_reencode_control,,,success,81107,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-255109f726f442d38244b4778ef9b2f3/record.json
P3原方法回归_v1,case_004,legacy,cache_r00_t000_colocate_readers,,,success,84038,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-570750bd605e43d5b195b99ca055e1d3/record.json
P3原方法回归_v1,case_004,legacy,cache_r00_t005_advance_leader,,,success,81186,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-542a02e1f59f4a5a89490d4f8f35b293/record.json
P3原方法回归_v1,case_004,legacy,cache_r00_t001_colocate_readers,,,success,84088,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-b60bc6bfcb4e441aa1be21dbcb1c007a/record.json
P3原方法回归_v1,case_004,legacy,cache_r01_t004_advance_leader,,,success,81186,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-5007e546aa0342a087dacba341f5c9ee/record.json
P3原方法回归_v1,case_004,legacy,cache_r01_t006_advance_leader,,,success,81107,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-b86838348aaa48e4a1a6637e7b4cf920/record.json
P3原方法回归_v1,case_004,legacy,cache_r01_t002_colocate_readers,,,success,84023,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-1a1cf0b2151e4d5f893faee41d2ec9d1/record.json
P3原方法回归_v1,case_004,legacy,cache_r01_t003_colocate_readers,,,success,82746,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-9b1b1b9d59ca4d8ebd8653c9ff40499b/record.json
P3原方法回归_v1,case_004,legacy,cache_r01_t004_colocate_readers,,,success,81107,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-149be3c6e32b4508bc6512823b1048a4/record.json
P3原方法回归_v1,case_004,legacy,cache_r01_t005_colocate_readers,,,success,81107,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-18c72343884a49b7908723c2c0455bad/record.json
P3原方法回归_v1,case_004,legacy,cache_r01_t006_colocate_readers,,,success,81159,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-e9b6111b47d14b75b1c030d0c739889e/record.json
P3原方法回归_v1,case_004,legacy,cache_r01_t007_colocate_readers,,,success,81159,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-04a6f11bc0374f8dbd1a26f8a8884c41/record.json
P3原方法回归_v1,case_001,legacy,cache_reencode_control,,,success,47502,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-70846496970b4ff78501433e6c57dad7/record.json
P3原方法回归_v1,case_001,legacy,cache_r00_t000_colocate_readers,,,success,50228,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-84bb0d711d1d4ffabc950627fe021398/record.json
P3原方法回归_v1,case_001,legacy,cache_r00_t001_colocate_readers,,,success,50228,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-5b1430fab42e47f69c39c4af73b42274/record.json
P3原方法回归_v1,case_001,legacy,cache_r00_t002_colocate_readers,,,success,50228,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-b45d90186a0745c0ba7b46b560a9e204/record.json
P3原方法回归_v1,case_001,legacy,cache_r01_t001_colocate_readers,,,success,50228,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-71b3ee7412a84479bfe4a0454c279f40/record.json
P3原方法回归_v1,case_001,legacy,cache_r01_t002_colocate_readers,,,success,49064,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-5616ddb558034c348dd2208cafd5e757/record.json
P3原方法回归_v1,case_008,legacy,cache_reencode_control,,,success,55855,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-0d4cc1fd6e8b4a739aa527f4df84540e/record.json
P3原方法回归_v1,case_090,legacy,cache_reencode_control,,,success,242232,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-c7fe14b0b40e4c6fbd0d247effaed36b/record.json
P3原方法回归_v1,case_090,legacy,cache_r00_t000_advance_leader,,,success,242232,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-de2a55adb98947fbbb148315b6b752fb/record.json
P3原方法回归_v1,case_090,legacy,cache_r00_t000_useful_work_before_follower,,,success,242232,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-922f4e3dd8d040fd88e1f1a1d24c9470/record.json
P3原方法回归_v1,case_090,legacy,cache_r00_t000_colocate_readers,,,success,239504,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-b2cd6bbe07dc4a56bb41cfd8cfeba47c/record.json
P3原方法回归_v1,case_090,legacy,cache_reencode_control,,,success,240553,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-04d2abf260ec402bb7862b41b8febdd9/record.json
P3原方法回归_v1,case_090,legacy,cache_r01_t000_advance_leader,,,success,240918,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-ea9838c20eb34628b531125f515c2877/record.json
P3原方法回归_v1,case_090,legacy,cache_r01_t000_useful_work_before_follower,,,success,240031,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-81dd15c31fa944caba14382215055f49/record.json
P3原方法回归_v1,case_090,legacy,cache_r01_t000_colocate_readers,,,success,237205,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-d3abad37e7de4d81a5ddf91160333e1e/record.json
P3原方法回归_v1,case_090,legacy,cache_r01_t001_advance_leader,,,success,240220,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-795cf9e0c9c1475ab8e1552d867227d5/record.json
P3原方法回归_v1,case_090,legacy,cache_r01_t001_useful_work_before_follower,,,success,234641,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-ab610b5f46dd4f7ba316d1d9ab4c7963/record.json
P3原方法回归_v1,case_090,legacy,cache_r01_t001_colocate_readers,,,success,235779,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-163509fc944446bdafe72f873fbe298f/record.json
P3原方法回归_v1,case_090,legacy,cache_r01_t004_advance_leader,,,success,240553,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-0a501bdab3844d30b040ca104559499a/record.json
P3读序扩展_v1,case_071,read_order,observed_order_control,,reencoding_control,success,7514,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112016-d24cab089d884a2e9ff56b1a796c1207/record.json
P3读序扩展_v1,case_071,read_order,t3_w8_advance,,advance_critical_consumer,success,7494,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112016-bbaa04722d654e0f8e8455dfd53800aa/record.json
P3读序扩展_v1,case_071,read_order,t3_w8_work,,independent_work_before_follower,success,8479,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112016-53fe9f1762af45fbacda7c7f21b8ce50/record.json
P3读序扩展_v1,case_071,read_order,t3_w32_work,,independent_work_before_follower,success,9361,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112016-ce08d6630d52470ea0cfc1f40164a860/record.json
P3读序扩展_v1,case_071,read_order,t4_w32_advance,,advance_critical_consumer,success,7972,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112016-d0d1a76db6a14d9e8cd0cd987176ef5b/record.json
P3读序扩展_v1,case_071,read_order,t0_w128_advance,,advance_critical_consumer,success,9929,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112016-71c19661e72e4c5dbd5dc3850ad298c9/record.json
P3读序扩展_v1,case_071,read_order,t2_w128_leader,,advance_existing_leader,success,10194,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112016-d0be326b42934abf861a76484eb038f7/record.json
P3读序扩展_v1,case_071,read_order,t3_w128_work,,independent_work_before_follower,success,9864,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112017-499656db89ee49abba74303f1ee61fe8/record.json
P3读序扩展_v1,case_071,read_order,t4_w8_advance,,advance_critical_consumer,success,7667,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112017-3a51668133f942e2bd627144fcf48a17/record.json
P3读序扩展_v1,case_071,read_order,t5_w32_advance,,advance_critical_consumer,success,7914,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112017-1b6dc1e047e942e3a0f202a97930e1af/record.json
P3读序扩展_v1,case_071,read_order,t1_w128_advance,,advance_critical_consumer,success,9037,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112017-9db67d4e3236431bbc10599260224bf8/record.json
P3读序扩展_v1,case_071,read_order,t7_w8_advance,,advance_critical_consumer,success,7581,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112017-f8aabefd8dbd43d5a5100e1ce3d639f8/record.json
P3读序扩展_v1,case_046,read_order,observed_order_control,,reencoding_control,success,76087,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112016-b47ef8cfce924f51939cf492e20aaab0/record.json
P3读序扩展_v1,case_046,read_order,t0_w8_advance,,advance_critical_consumer,success,76087,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112016-e5094eb3956a48959383c2b74738e9fe/record.json
P3读序扩展_v1,case_046,read_order,t0_w8_leader,,advance_existing_leader,success,76087,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112016-40db748a0b9640ab8e77858aa496838d/record.json
P3读序扩展_v1,case_046,read_order,t0_w32_advance,,advance_critical_consumer,success,78042,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112016-f5893ecd8c0245b6bfe91133cb474674/record.json
P3读序扩展_v1,case_046,read_order,t0_w32_leader,,advance_existing_leader,success,77367,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112016-439702dec00249309542f1c939354026/record.json
P3读序扩展_v1,case_046,read_order,t0_w128_advance,,advance_critical_consumer,success,88445,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112017-8f9bef62fc0543b39c9b367131e9ff68/record.json
P3读序扩展_v1,case_046,read_order,t0_w128_leader,,advance_existing_leader,success,85079,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112017-d8e7a4dace9047b5bb3d5d8b1a03f47a/record.json
P3读序扩展_v1,case_046,read_order,t1_w8_advance,,advance_critical_consumer,success,76087,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112017-111dbd59f1a14a5697ab402ff45962cd/record.json
P3读序扩展_v1,case_046,read_order,t4_w8_leader,,advance_existing_leader,success,76087,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112017-8f7a4e4c5a1a4fb58d08dd1bcf2d97ed/record.json
P3读序扩展_v1,case_046,read_order,t1_w32_advance,,advance_critical_consumer,success,76992,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112017-045280a01d2442c2b5f98b84f93baba2/record.json
P3读序扩展_v1,case_046,read_order,t4_w32_leader,,advance_existing_leader,success,75770,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112017-a5ace0d8949b4e3bb3d7e6899622b769/record.json
P3读序扩展_v1,case_046,read_order,t1_w128_advance,,advance_critical_consumer,success,88254,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T112017-75a9ccb119da4abb854d4541c266942b/record.json
