batch,case,cores,method,candidate,phase,status,makespan,cache_hit,accepted,official_record
综合回归_v1,case_002,5,portfolio,selective_local_quantile_stable_id_x2_a5_eft,partition,success,154153,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104621-29f03fc8f44c4f70b1a4623989b541ec/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_critical_path_x1_a5_eft,partition,success,114925,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104621-a0bf387d3f1f4c6b8aa3d231a8da3f99/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_stable_id_x1_a5_eft,partition,success,114925,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104621-9708b02d23fd40588612090df351ce90/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_critical_path_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104621-c4d8507e630641e880e9ce719883d9fc/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_stable_id_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104621-9347a3f5b3644f9f8586ba77665f7b10/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_critical_path_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104621-07322eafe10e4a79b81cc2dc173491fe/record.json
综合回归_v1,case_002,5,portfolio,merge8,task_refine,success,86577,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104621-c8ddec8b73544eeaae45e453d5ea13d0/record.json
综合回归_v1,case_002,5,portfolio,merge16,task_refine,success,78244,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104621-afbb1c32d0834d2c95d2fe16b642232e/record.json
综合回归_v1,case_002,5,portfolio,local_duration,task_refine,success,114978,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104622-8b4cd568c12f49638037bea7072d2ce3/record.json
综合回归_v1,case_002,5,portfolio,observed_duration,task_refine,success,114539,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104622-57846d3e5f914916bd0f7ccb67b73ff7/record.json
综合回归_v1,case_002,5,portfolio,wcc_start0_simple_a1_per_core_lpt_mv,component,success,261945,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104720-ccde893af85246eaa97d51a4974e424b/record.json
综合回归_v1,case_002,5,portfolio,selective_whole_critical_path_x1_a5_eft,partition,success,261945,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104720-873f5c7616064c6c87430971585a0b8e/record.json
综合回归_v1,case_002,5,portfolio,selective_local_quantile_stable_id_x2_a5_eft,partition,success,154153,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104720-07b922990e884053a75de3c1f464e87a/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_critical_path_x1_a5_eft,partition,success,114925,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104720-f93b9d7c57324d0c8396d016add80fbb/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_stable_id_x1_a5_eft,partition,success,114925,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104720-25d9383a89bb4711a694840b681cb988/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_critical_path_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104720-2442f427e2664b5faa2bdecd030f5aa2/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_stable_id_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104720-b9a7792e0a3c49f9b47fae02515b6cdf/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_critical_path_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104720-8b22015d01f64f03ba43ec5e0e7c9425/record.json
综合回归_v1,case_002,5,portfolio,merge8,task_refine,success,86577,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104720-eb587d45962d4baa93621361c35e592d/record.json
综合回归_v1,case_002,5,portfolio,merge16,task_refine,success,80355,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104720-d51c7de64e214030a1270bcf1ada09f0/record.json
综合回归_v1,case_002,5,portfolio,local_duration,task_refine,success,115127,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104720-e1a7999a8f634803b4d69cf1d75a3151/record.json
综合回归_v1,case_002,5,portfolio,observed_duration,task_refine,success,114539,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104720-a8162bade1aa4069a6d9d4d930e4a465/record.json
综合回归_v1,case_002,5,portfolio,wcc_start0_simple_a1_per_core_lpt_mv,component,success,261945,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104722-6176dfb1274a4af5bed1470b53fac2f2/record.json
综合回归_v1,case_002,5,portfolio,selective_whole_critical_path_x1_a5_eft,partition,success,261945,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104722-e5a93d6dd0c94d54ad3fc253a674325e/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_critical_path_x1_a5_eft,partition,success,114925,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104722-9338908a7b76460a839ffe958faf7571/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_stable_id_x1_a5_eft,partition,success,114925,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104722-1809cae055ee4c60bc704904178e48e5/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_critical_path_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104722-474a5f649e804e6dbcdfce5e0016dc34/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_stable_id_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104722-f8938816253e4718b8bd1956e7891a3f/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_critical_path_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104722-7043c76389b7444281f42efc93ff57bf/record.json
综合回归_v1,case_002,5,portfolio,selective_phase_band_stable_id_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104722-a3a4a91f3eba41dcb3774bccebbd4316/record.json
综合回归_v1,case_002,5,portfolio,merge8,task_refine,success,86577,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104723-0e643a7c60e4430b86b32a5cfb7e50f0/record.json
综合回归_v1,case_002,5,portfolio,merge16,task_refine,success,80355,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104723-acaf7fa026c64bb8a52af7c578af8f2a/record.json
综合回归_v1,case_002,5,portfolio,local_duration,task_refine,success,115005,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104723-e053fb18588e4e90b4b13fc7b58658ec/record.json
综合回归_v1,case_002,5,portfolio,observed_duration,task_refine,success,114539,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104723-3b8a1aaa42e649219e0d970a93bcc8d8/record.json
综合回归_v1,case_002,5,adaptive,wcc_start0_simple_a1_per_core_lpt_mv,partition,success,261945,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104647-28d9b5c207e448a08f9dcceeed0d60c2/record.json
综合回归_v1,case_002,5,adaptive,selective_whole_critical_path_x1_a5_eft,partition,success,261945,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-f5e3e3f963954c66806f16d61098bf9d/record.json
综合回归_v1,case_002,5,adaptive,selective_local_quantile_stable_id_x2_a5_eft,partition,success,154153,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-1939c179bcc5470abdca671b843f2c28/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x1_a5_eft,partition,success,114925,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-0b1f8671611846fe8876d5407e11f73e/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x1_a5_eft,partition,success,114925,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-642eddd6fa6b4759b63695dda248f58c/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-ba6a35154b5a42f1be7c1e000579b08b/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-3137aff81deb49109e9cae2211102f8e/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-c118d62613904b268b237dbcf99547b1/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-6798172313044afebcf8ef69089dfda4/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x2_a5_balanced,partition,success,171870,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-7f5e84d7f71340b4bc50c4a065001e00/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x2_a5_balanced,partition,success,171870,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-b2fca1a2708a4dbf87013698f32b8d60/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x1_a3_eft,partition,success,155079,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-b1a5b83240c644258b6364d45e4bb8a0/record.json
综合回归_v1,case_002,5,adaptive,wcc_start0_simple_a1_per_core_lpt_mv,partition,success,261945,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-955d3675323848bb8d7d6452e4ee8294/record.json
综合回归_v1,case_002,5,adaptive,selective_whole_critical_path_x1_a5_eft,partition,success,261945,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-54625d73cc0e44a69737da0e13aa9532/record.json
综合回归_v1,case_002,5,adaptive,selective_local_quantile_stable_id_x2_a5_eft,partition,success,154153,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-c72111de4bd04d8791df093244b2c04f/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x1_a5_eft,partition,success,114925,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-e68766d637b54486a693580e7f93aba7/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x1_a5_eft,partition,success,114925,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-6794f18b2d7f434c825aeb9271cd977f/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-1b175f0052be4caab731ea5aa47faf42/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-1fa67a9d51604c16904adfb12b99cb37/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-47264d8dcfff424a9872ea8707d1d9d0/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-5f46d97273e145048471f491a4742f3c/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x2_a5_balanced,partition,success,171870,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-e26b30faf22e4fd7b06fe34902ad7bad/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x2_a5_balanced,partition,success,171870,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-405c8936b24844c2ad3e06b2e1ca0256/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x1_a3_eft,partition,success,155079,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-9a5b0564e2fe4fdfa8ec122b976e233e/record.json
综合回归_v1,case_002,5,adaptive,wcc_start0_simple_a1_per_core_lpt_mv,partition,success,261945,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104732-093c75b12d4848aa853d455b2d3a17e2/record.json
综合回归_v1,case_002,5,adaptive,selective_whole_critical_path_x1_a5_eft,partition,success,261945,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104732-59d1fdc8170f48a99c8f5a310914c68a/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x1_a5_eft,partition,success,114925,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104732-ccd127f957e24fc4ad073f0732f815fc/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x1_a5_eft,partition,success,114925,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104732-56f6aa25b08a44d8aac7d2dfcf361985/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104732-9f4bc4a428924e449145d48bf91f6589/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104732-1d7c673b49c84aa7805660cbcdadd83a/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104732-0c8d88fd488040a1b5d0c10137873783/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104732-b32aa43f3d9f4e5ebdfaf2cffc510967/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x2_a5_balanced,partition,success,171870,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104732-8878a8335c6240d2877471983607777d/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x2_a5_balanced,partition,success,171870,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104732-8213369ba7df44e7b93cbf3fd96fa337/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_critical_path_x1_a3_eft,partition,success,155079,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104732-e44dd10df427431f8c24a25b394427e9/record.json
综合回归_v1,case_002,5,adaptive,selective_phase_band_stable_id_x1_a3_eft,partition,success,155079,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104732-2bbcff29b1f34ab38dbd522a8021e877/record.json
综合回归_v1,case_002,5,hybrid,wcc_start0_simple_a1_per_core_lpt_mv,partition,success,261945,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104729-b9e9e2c8edd84cd1915c1d73a097a85c/record.json
综合回归_v1,case_002,5,hybrid,selective_whole_critical_path_x1_a5_eft,partition,success,261945,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104729-aed91c5b9549473c9dea2527e75c9d97/record.json
综合回归_v1,case_002,5,hybrid,selective_local_quantile_stable_id_x2_a5_eft,partition,success,154153,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104729-99b13f118efb40c7b2321bed9fce7c18/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_critical_path_x1_a5_eft,partition,success,114925,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104729-d59135c6bf614ee8adb799fe51eb5dc2/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_stable_id_x1_a5_eft,partition,success,114925,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104729-4234b5d99a9f4cad9b8ec579f43b8f04/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_critical_path_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104729-45a23ea601ff41388532e2575a8f07b0/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_stable_id_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104729-7c42f1f102a44ed6b31a45ca40a7bc0a/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_critical_path_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104729-6ecf6344c1b1409486877a5079a26ee1/record.json
综合回归_v1,case_002,5,hybrid,local_duration,task_refine,success,114978,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104729-a458c4f222204a5d90083493cda0cabe/record.json
综合回归_v1,case_002,5,hybrid,observed_duration,task_refine,success,114539,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104729-a2b1878be4f44f9ea27e2779996f20a3/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_stable_id_x2_a5_eft,partition_fallback,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104729-7a3cf6fb9c30478fbb74aa3fc34391d7/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_critical_path_x2_a5_balanced,partition_fallback,success,171870,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104729-febbf0b714e84b51ad504485e848cb81/record.json
综合回归_v1,case_002,5,hybrid,wcc_start0_simple_a1_per_core_lpt_mv,partition,success,261945,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104713-0b6d173db0cc41458b8d6d1ef658174f/record.json
综合回归_v1,case_002,5,hybrid,selective_whole_critical_path_x1_a5_eft,partition,success,261945,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104713-c55fa306414d4528a39fe788642481ca/record.json
综合回归_v1,case_002,5,hybrid,selective_local_quantile_stable_id_x2_a5_eft,partition,success,154153,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104713-c6d372eb2f1c462c86c9b2eb39bbc194/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_critical_path_x1_a5_eft,partition,success,114925,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104713-f6c9a09bb0de4a249cd8fd0d03f260a8/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_stable_id_x1_a5_eft,partition,success,114925,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104713-5d2f39d543184279a888f637e55f9862/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_critical_path_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104713-082fde781bef466fbf54e31d9f5d2ef7/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_stable_id_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104713-019c1aab2482423fabf554a0ab824206/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_critical_path_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104713-78ecff8b46464e568b756b4f5d378c1a/record.json
综合回归_v1,case_002,5,hybrid,local_duration,task_refine,success,115127,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104713-abb08341d68147ac8b47963dee13eef7/record.json
综合回归_v1,case_002,5,hybrid,observed_duration,task_refine,success,114539,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104713-2f8dd5d4de764788800a15dffaec47f9/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_stable_id_x2_a5_eft,partition_fallback,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104713-850bc15abd074eafa4c86a37db3bea67/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_critical_path_x2_a5_balanced,partition_fallback,success,171870,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104713-efa13a5310f240d2a7c95ebf39077240/record.json
综合回归_v1,case_002,5,hybrid,wcc_start0_simple_a1_per_core_lpt_mv,partition,success,261945,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104654-3d612879b7cd4d0c95b2e80e31b0f5a5/record.json
综合回归_v1,case_002,5,hybrid,selective_whole_critical_path_x1_a5_eft,partition,success,261945,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104654-bd4dd52f66df44bfbb065d41de969f45/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_critical_path_x1_a5_eft,partition,success,114925,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104654-18ce513c516f4194a60fd402f61dd744/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_stable_id_x1_a5_eft,partition,success,114925,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104654-5aec3dd1e1db45fd98d5252cc386221d/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_critical_path_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104654-f607a196d4a544ebbcacca86a95b316e/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_stable_id_x1_a5_balanced,partition,success,116663,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104654-daf87c7debf4487d9b6cb72e817e1b88/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_critical_path_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104654-826296d374094da3b84b0ce9a6294909/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_stable_id_x2_a5_eft,partition,success,171344,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104654-6901838b73af40749cfb9087fa5f9cdb/record.json
综合回归_v1,case_002,5,hybrid,local_duration,task_refine,success,115005,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104654-0aab23fb27494e59b130a2cd261157ce/record.json
综合回归_v1,case_002,5,hybrid,observed_duration,task_refine,success,114539,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104654-f36a67b0cca74d15af9cdd92103a6dbc/record.json
综合回归_v1,case_002,5,hybrid,selective_phase_band_critical_path_x2_a5_balanced,partition_fallback,success,171870,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104654-2a3e2be14a534447815ba796e635d094/record.json
