case,problem,cores,makespan,added_copy,original_singlecore,speedup,source,source_plan,plan,verification,paper_plan_sha256
case_013,1,3,88351,16384,263949,2.98750438591527,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n3/case_013_multicore_res.json,plans/p1/n3/case_013_multicore_res.json,inherited_team13_success,fd6f32bdd8f4b0e226d1e8cef0674c0f18e12b428883d2fda73ed8f29f2bd6e5
case_013,1,4,66982,24576,263949,3.9405959810098237,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n4/case_013_multicore_res.json,plans/p1/n4/case_013_multicore_res.json,inherited_team13_success,dc646bd75a709344b0c4ac911594953af43dafbe8455390f45d5f065e4b55ea7
case_013,1,5,54363,32768,263949,4.855305998565201,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n5/case_013_multicore_res.json,plans/p1/n5/case_013_multicore_res.json,inherited_team13_success,9d003dcdbac6224d69b40875f95d415f00d294b4af6e2355e7b01633aaa42be6
case_013,2,1,263949,0,263949,1.0,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n1/case_013_multicore_res.json,plans/p2/n1/case_013_multicore_res.json,inherited_team13_success,f82319e313356e90969ee3c2933a7e93664ebc2f48be58c6c6aeb8b8dbb026a0
case_013,2,2,132198,8192,263949,1.9966187083011846,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n2/case_013_multicore_res.json,plans/p2/n2/case_013_multicore_res.json,inherited_team13_success,ebb0baf339492c068731d2a1199413735d6df535aa2b42903e2e952914bb16d0
case_013,2,3,88351,16384,263949,2.98750438591527,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n3/case_013_multicore_res.json,plans/p2/n3/case_013_multicore_res.json,inherited_team13_success,fd6f32bdd8f4b0e226d1e8cef0674c0f18e12b428883d2fda73ed8f29f2bd6e5
case_013,2,4,66946,24576,263949,3.942715024049234,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_013/p2_n4/mature_prefix/evaluations/attempts/20260926T050309-81b9eab03e7447aca8b116f9c7f6bd7e/plan.json,plans/p2/n4/case_013_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,be3ba6263fa56c4c86c888476dd117dcb7c3761365872793adb03c8df0a48e90
case_013,2,5,53708,45056,263949,4.914519252252923,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n5/case_013_multicore_res.json,plans/p2/n5/case_013_multicore_res.json,inherited_team13_success,b39100615088b7b8f834c1dc0ccc2d6b26cab6983a33bb15a08aefd27e42d5fe
case_013,3,1,263949,0,263949,1.0,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n1/case_013_multicore_res.json,plans/p3/n1/case_013_multicore_res.json,inherited_team13_success,f82319e313356e90969ee3c2933a7e93664ebc2f48be58c6c6aeb8b8dbb026a0
case_013,3,2,132198,8192,263949,1.9966187083011846,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n2/case_013_multicore_res.json,plans/p3/n2/case_013_multicore_res.json,inherited_team13_success,ebb0baf339492c068731d2a1199413735d6df535aa2b42903e2e952914bb16d0
case_013,3,3,88351,16384,263949,2.98750438591527,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n3/case_013_multicore_res.json,plans/p3/n3/case_013_multicore_res.json,inherited_team13_success,fd6f32bdd8f4b0e226d1e8cef0674c0f18e12b428883d2fda73ed8f29f2bd6e5
case_013,3,4,66946,24576,263949,3.942715024049234,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_013/p3_n4/mature_prefix/evaluations/attempts/20260926T052705-d4e186adf86d45b7ac996e823523be0d/plan.json,plans/p3/n4/case_013_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,2eb297b7b6594669a9d8b6ae939d90632278468d581a951db8e71a08a9824a89
case_013,3,5,53418,45056,263949,4.941199595641918,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n5/case_013_multicore_res.json,plans/p3/n5/case_013_multicore_res.json,inherited_team13_success,b39100615088b7b8f834c1dc0ccc2d6b26cab6983a33bb15a08aefd27e42d5fe
case_014,1,1,17453918,101137416,17698626,1.01402023316484,ours,新增精选方案/p1/n1/case_014_multicore_res.json,plans/p1/n1/case_014_multicore_res.json,fresh_import_replay,dac57b211434b297df7da14af64ec7ed987eb04d284f42e9c26961aeb775dd0a
case_014,1,2,8809441,100009368,17698626,2.0090521067114246,ours,新增精选方案/p1/n2/case_014_multicore_res.json,plans/p1/n2/case_014_multicore_res.json,fresh_import_replay,cdb06f012c7175e4f488cacb861430840d1cad4bce12e9ec126a490f0d68e24a
case_014,1,3,5934863,98997144,17698626,2.982145670422384,ours,新增精选方案/p1/n3/case_014_multicore_res.json,plans/p1/n3/case_014_multicore_res.json,fresh_import_replay,a156ef439a16b8842f46bc21612f99c25faafba2cc05639e3f7dfe20998d9ef9
case_014,1,4,4513468,101075352,17698626,3.921292008717022,ours,新增精选方案/p1/n4/case_014_multicore_res.json,plans/p1/n4/case_014_multicore_res.json,fresh_import_replay,0a06c82e301c0eb99dab1813499f8d5ef60dc55e9b69df16af29bc3282ac9693
case_014,1,5,3641147,133995816,17698626,4.860728226572561,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n5/case_014_multicore_res.json,plans/p1/n5/case_014_multicore_res.json,inherited_team13_success,8e5ebee0d73bc1da09b2b5b76819594fce393aef838e95fdd4ef26ab405a4338
case_014,2,1,17513386,60734880,17698626,1.0105770523187234,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_014/p2_n1/mature_prefix/evaluations/attempts/20260926T061510-d025711b865447f19c64bbc0a79b9e32/plan.json,plans/p2/n1/case_014_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,4b759ac518cd844f7637e64e5ba7166f00a241874215ca5a3dfb8c90138a9a56
case_014,2,2,8801137,68858136,17698626,2.0109476764195353,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_014/p2_n2/mature_prefix/evaluations/attempts/20260926T053021-c3c9a91c258d464d9b0431ce4ee5dcbc/plan.json,plans/p2/n2/case_014_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,bd433a7f9eae360e1cda192832878065abc7962bddb54c79091f96c855bb902d
case_014,2,3,5904919,80211600,17698626,2.9972682097756125,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_014/p2_n3/mature_prefix/evaluations/attempts/20260926T060155-5e865db12f954e5ca313985c731f52d5/plan.json,plans/p2/n3/case_014_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,1ee8363d62bac78c2b3d457b6cf3a91fa6e35079409b07630cb96db438559bcb
case_014,2,4,4407508,89135112,17698626,4.0155629893354705,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_014/p2_n4/mature_prefix/evaluations/attempts/20260926T050114-e62d3cceec2742ac8fcdb7f0e7f8b5ef/plan.json,plans/p2/n4/case_014_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,a4fe447b6c4964aeb4fd5a6a2811802028c5ab0f0d8a3a853a5434ff38da48a4
case_014,2,5,3584500,88929456,17698626,4.9375438694378575,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_014/p2_n5/mature_prefix/evaluations/attempts/20260926T051526-f9518e7bfb6f4b948bebf680b1aeb658/plan.json,plans/p2/n5/case_014_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,826cda6af090017cb8f81e761ebca7148df34cc251211454eb50e7f154b513d5
case_014,3,1,17512146,60734880,17698626,1.010648609256684,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_014/p3_n1/mature_prefix/evaluations/attempts/20260926T044420-7042963811ed4c5a9f58f3cc6b13d656/plan.json,plans/p3/n1/case_014_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,4b759ac518cd844f7637e64e5ba7166f00a241874215ca5a3dfb8c90138a9a56
case_014,3,2,8787064,68858136,17698626,2.0141683274413387,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_014/p3_n2/mature_prefix/evaluations/attempts/20260926T053807-da2beca3e21446358375812aa1dfd5d7/plan.json,plans/p3/n2/case_014_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,bd433a7f9eae360e1cda192832878065abc7962bddb54c79091f96c855bb902d
case_014,3,3,5842901,80211600,17698626,3.029081957746674,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_014/p3_n3/mature_prefix/evaluations/attempts/20260926T062309-1c02eda427004b598de812ec442f5686/plan.json,plans/p3/n3/case_014_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,1ee8363d62bac78c2b3d457b6cf3a91fa6e35079409b07630cb96db438559bcb
case_014,3,4,4396449,89135112,17698626,4.025663893746977,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_014/p3_n4/mature_prefix/evaluations/attempts/20260926T060101-b5fbc7c254774e5e8be3579ab1389a2e/plan.json,plans/p3/n4/case_014_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,a4fe447b6c4964aeb4fd5a6a2811802028c5ab0f0d8a3a853a5434ff38da48a4
case_014,3,5,3574405,88929456,17698626,4.951488709309661,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_014/p3_n5/mature_prefix/evaluations/attempts/20260926T061027-518d7f34455e404ca4f69afc86c66859/plan.json,plans/p3/n5/case_014_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,826cda6af090017cb8f81e761ebca7148df34cc251211454eb50e7f154b513d5
case_015,1,1,172989,158984,177362,1.0252790639867275,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_015.json,plans/p1/n1/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,8e9e4ac78c7d03753f66753a7a1bebe07ec63e834f09d9448557d32a011aa855
case_015,1,2,85515,528384,177362,2.0740454890954805,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n2/case_015.json,plans/p1/n2/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,6a4c10b867b43e377a765fbbee4cab8e028e47464886d25af557b31b83da5adf
case_015,1,3,60827,281864,177362,2.915843293274368,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n3/case_015.json,plans/p1/n3/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,79841f67757a0c58a01f200f4a48a834e3fad7078a84a921645669fa21b39c5c
case_015,1,4,45588,631296,177362,3.890541370536106,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n4/case_015.json,plans/p1/n4/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,4ceb982fe02305b7665101307a403d3ee289f1821e20275d52e3e7c3ca74f6ca
case_015,1,5,43411,321536,177362,4.085646495127963,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n5/case_015_multicore_res.json,plans/p1/n5/case_015_multicore_res.json,inherited_team13_success,3bed319eb9be8fc24229c95393a6a9ef6aa3bc2b9853be9b7765a154018afd08
case_015,2,1,116048,1083648,177362,1.5283503377912588,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_015/p2_n1/mature_prefix/evaluations/attempts/20260926T061516-d39a747fb7b94902bf285693b748013b/plan.json,plans/p2/n1/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,cc90861a995fde6ced9e526c4bdb65a04e46f4be064bee2e1a28914b29f0b569
case_015,2,2,67929,1191168,177362,2.610990887544348,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_015/p2_n2/mature_prefix/evaluations/attempts/20260926T062439-f5e3b000e4384e38a9e6c78a3bb4aadc/plan.json,plans/p2/n2/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,e7e4d49670abf2a552bd8ec91e8e9ea2668109b967c44fdf67def14e1608344d
case_015,2,3,54594,208128,177362,3.2487452833644723,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n3/case_015_multicore_res.json,plans/p2/n3/case_015_multicore_res.json,inherited_team13_success,cf3892d3925b0d9d757cd179247b0c59f639c871bf8ca6089ede8aab7051d9c4
case_015,2,4,44529,219648,177362,3.9830672146241777,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_015/p2_n4/mature_prefix/evaluations/attempts/20260926T045539-933c3407341143c59ec7fd30c034d385/plan.json,plans/p2/n4/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,52207c344f2ecf58158618e38521be2d27003188620cc2d3851acf857f840641
case_015,2,5,33367,313344,177362,5.31549135373273,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_015/p2_n5/mature_prefix/evaluations/attempts/20260926T051059-8d02c9f6d12b486cb1dd594da43643ed/plan.json,plans/p2/n5/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,05f18a9676c897c00d57453db8483e25f75f0b6ab5fba5ab200abced63cfb4a6
case_015,3,1,116048,1083648,177362,1.5283503377912588,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_015/p3_n1/mature_prefix/evaluations/attempts/20260926T043151-134ae9d01a62446382be57a4080d7b56/plan.json,plans/p3/n1/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,cc90861a995fde6ced9e526c4bdb65a04e46f4be064bee2e1a28914b29f0b569
case_015,3,2,67929,1191168,177362,2.610990887544348,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_015/p3_n2/mature_prefix/evaluations/attempts/20260926T050524-b343170f60884bf89f1ee56a2302cf21/plan.json,plans/p3/n2/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,e7e4d49670abf2a552bd8ec91e8e9ea2668109b967c44fdf67def14e1608344d
case_015,3,3,54371,1355008,177362,3.262069853414504,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_015/p3_n3/mature_prefix/evaluations/attempts/20260926T044022-e11fa50d4afd41c2844da2ec371fbf4b/plan.json,plans/p3/n3/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,5c44ab98f78ef0908336cebb31e48856276980526653f1637ab7211fd02a173e
case_015,3,4,44529,219648,177362,3.9830672146241777,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_015/p3_n4/mature_prefix/evaluations/attempts/20260926T054623-27bfd25a08c4445e91e051e06da2c55f/plan.json,plans/p3/n4/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,52207c344f2ecf58158618e38521be2d27003188620cc2d3851acf857f840641
case_015,3,5,32109,313344,177362,5.523747235977452,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_015/p3_n5/mature_prefix/evaluations/attempts/20260926T051431-65d0ed5ea5cf40fbb7ea563ee3d0f6cf/plan.json,plans/p3/n5/case_015_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,05f18a9676c897c00d57453db8483e25f75f0b6ab5fba5ab200abced63cfb4a6
case_016,1,1,7715523,0,7715523,1.0,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/从头P1本地重试47_v1/slots/case_016/p1_n1/mature_prefix/evaluations/attempts/20260926T101740-572f83345ca844949d6a04c98736b35c/plan.json,plans/p1/n1/case_016_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,fdb540502a574be86891923ae29bfcdbd5b35bc67697227b751367c0333507bf
case_016,1,2,4840474,119556560,7715523,1.5939602195983287,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n2/case_016_multicore_res.json,plans/p1/n2/case_016_multicore_res.json,inherited_team13_success,8465387f7fb2b7d5357ee458ab42ac8a5194fc83844754935d97e433fcb8598f
case_016,1,3,3971606,119556560,7715523,1.9426707986643186,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n3/case_016_multicore_res.json,plans/p1/n3/case_016_multicore_res.json,inherited_team13_success,e589c6a24f34e075e1ef68d7fdd4ba75a8ba9b1e15474c08b842d136a40dfae0
case_016,1,4,3667614,119557776,7715523,2.1036900284490136,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n4/case_016_multicore_res.json,plans/p1/n4/case_016_multicore_res.json,inherited_team13_success,daefa3325ce0c7aef01d2d1660e0b118adf2d3ee0b1d12c68c4da02816b81f08
case_016,1,5,3223183,119555952,7715523,2.3937589023024755,ours,A题研究/直接迭代/联合推进成果_20260925/方案/case_016_p1_n5.json,plans/p1/n5/case_016_multicore_res.json,fresh_import_replay,19e42c38820f0e6fb8b0b708aff95d6aca838932075bcc48e87c27a2de212cfa
case_016,2,1,7715523,0,7715523,1.0,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n1/case_016_multicore_res.json,plans/p2/n1/case_016_multicore_res.json,inherited_team13_success,fdb540502a574be86891923ae29bfcdbd5b35bc67697227b751367c0333507bf
case_016,2,2,4027025,404196,7715523,1.9159362060081573,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n2/case_016_multicore_res.json,plans/p2/n2/case_016_multicore_res.json,inherited_team13_success,e69f89439c85c00d11bb59fab0909b68cd0e331b6e1b14dd825317bb53904e6d
case_016,2,3,2877801,275564,7715523,2.68104813362703,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n3/case_016_multicore_res.json,plans/p2/n3/case_016_multicore_res.json,inherited_team13_success,6b7b6aaabf32cf922b1eb442856390a83f0c1fbfd4d812dc1ba2855e3aff3712
case_016,2,4,2240038,212460,7715523,3.444371479412403,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n4/case_016_multicore_res.json,plans/p2/n4/case_016_multicore_res.json,inherited_team13_success,7e9ecf41eb2a2f90063dbe71b0cd69b21f4598eb7ac8bb6e3535454948994c9a
case_016,2,5,1971422,40388464,7715523,3.913684132570297,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n5/case_016_multicore_res.json,plans/p2/n5/case_016_multicore_res.json,inherited_team13_success,81a538ba713581ac5bc4d07f051dcd03236fb5259ee1ada47600a76bdbeb9573
case_016,3,1,7715523,0,7715523,1.0,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n1/case_016_multicore_res.json,plans/p3/n1/case_016_multicore_res.json,inherited_team13_success,fdb540502a574be86891923ae29bfcdbd5b35bc67697227b751367c0333507bf
case_016,3,2,4026193,404196,7715523,1.9163321281418948,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n2/case_016_multicore_res.json,plans/p3/n2/case_016_multicore_res.json,inherited_team13_success,e69f89439c85c00d11bb59fab0909b68cd0e331b6e1b14dd825317bb53904e6d
case_016,3,3,2877208,275564,7715523,2.6816007045719323,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n3/case_016_multicore_res.json,plans/p3/n3/case_016_multicore_res.json,inherited_team13_success,6b7b6aaabf32cf922b1eb442856390a83f0c1fbfd4d812dc1ba2855e3aff3712
case_016,3,4,2239547,212460,7715523,3.4451266260542868,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n4/case_016_multicore_res.json,plans/p3/n4/case_016_multicore_res.json,inherited_team13_success,7e9ecf41eb2a2f90063dbe71b0cd69b21f4598eb7ac8bb6e3535454948994c9a
case_016,3,5,1969193,40388464,7715523,3.9181141716429013,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n5/case_016_multicore_res.json,plans/p3/n5/case_016_multicore_res.json,inherited_team13_success,81a538ba713581ac5bc4d07f051dcd03236fb5259ee1ada47600a76bdbeb9573
case_017,1,1,147373,78336,162810,1.1047478167642648,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_017.json,plans/p1/n1/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,3ba6c722119624feba47f2f2a5a4d60ef6f8b7ef840fe3f2b92d22dd78ffe0d6
case_017,1,2,73090,241920,162810,2.2275277055684772,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n2/case_017.json,plans/p1/n2/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,4606caad2f965d8495436d850913063b5b7601c115af5133b518b844be7d255f
case_017,1,3,50095,330624,162810,3.250024952590079,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n3/case_017.json,plans/p1/n3/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,48a88d8f1919f5b229f28d5f60af0866bf72a2f93d6a5119b178d5043ac246fa
case_017,1,4,42384,259200,162810,3.841308040770102,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n4/case_017_multicore_res.json,plans/p1/n4/case_017_multicore_res.json,inherited_team13_success,5fb17c8251917cd9daece122957b76ef0ecaaff4631c793b544321631a3831fa
case_017,1,5,35340,329472,162810,4.606960950764007,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n5/case_017_multicore_res.json,plans/p1/n5/case_017_multicore_res.json,inherited_team13_success,16141339000dbd18ad4d51f1266bf791f891ab6096d9f28e65c8f85604304d62
case_017,2,1,111337,12288,162810,1.462317109316759,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_017/p2_n1/mature_prefix/evaluations/attempts/20260926T054811-e304290fe0ff41ff9d783e16e6beaf2d/plan.json,plans/p2/n1/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,87b2c906f9d19fb681b399b9e501bcb18b45dfec87512730624901986a74c1dd
case_017,2,2,57263,87552,162810,2.843197177933395,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_017/p2_n2/mature_prefix/evaluations/attempts/20260926T051210-d1c87a3c92aa4ceeaccef181dd86731d/plan.json,plans/p2/n2/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,97e56ba432facd522930c68598b4f5cc8babf7f0fc8adcaeccb94884fd7e9b47
case_017,2,3,38685,269972,162810,4.20860798759209,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_017/p2_n3/evaluations/attempts/20260926T061136-8f8c2fafc6274e3ab7fda7654d3a9d8d/plan.json,plans/p2/n3/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c5d32e55ae7ce4860d4889e83c11a78c86a941cb063bb0d0614cf6c275c70336
case_017,2,4,29762,259200,162810,5.470398494724817,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_017/p2_n4/evaluations/attempts/20260926T061824-584906cdc0b646a4a850547f04abd508/plan.json,plans/p2/n4/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,005e0240749fae14900fe0e44a0ccb712954eb2aee4dc28e405164d9cca59382
case_017,2,5,27307,340992,162810,5.962207492584319,hardware_frontier_v1,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发全图顺序_v1/case_017/p2/evaluations/attempts/20260926T035912-aa2b33eae9834be58735f6628f295fe0/plan.json,plans/p2/n5/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,97f583c85bb101a6525703e85af674257d25441bff45718e32271485154ca104
case_017,3,1,111337,12288,162810,1.462317109316759,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_017/p3_n1/mature_prefix/evaluations/attempts/20260926T054420-a268ece1621740d29e8bd7df239e2df4/plan.json,plans/p3/n1/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,87b2c906f9d19fb681b399b9e501bcb18b45dfec87512730624901986a74c1dd
case_017,3,2,57263,87552,162810,2.843197177933395,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_017/p3_n2/mature_prefix/evaluations/attempts/20260926T053653-dabaf2eda8414512b5ff2c598241875d/plan.json,plans/p3/n2/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,97e56ba432facd522930c68598b4f5cc8babf7f0fc8adcaeccb94884fd7e9b47
case_017,3,3,38445,269972,162810,4.234880998829497,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_017/p3_n3/evaluations/attempts/20260926T054126-256dd5750ab041c292167bf973d513cb/plan.json,plans/p3/n3/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c5d32e55ae7ce4860d4889e83c11a78c86a941cb063bb0d0614cf6c275c70336
case_017,3,4,29762,259200,162810,5.470398494724817,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_017/p3_n4/evaluations/attempts/20260926T061806-11cd4f016f1943fc9435b9117e514202/plan.json,plans/p3/n4/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,005e0240749fae14900fe0e44a0ccb712954eb2aee4dc28e405164d9cca59382
case_017,3,5,25560,330624,162810,6.369718309859155,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_017/p3_n5/evaluations/attempts/20260926T055103-248c082058ca482080b05230078fdd39/plan.json,plans/p3/n5/case_017_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c1b21b4ab3dba83b3e29ed54a1848074bc6a11ccf50909cbb6919834de6364b2
